page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
1,1,RIDWAN,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in May 2026,10.0,Exceptional,Good Santika Riau,"I always stay at Santika when in Bandung. Many good memories with Santika with beloved family in the past. They keep good cleanliness, good hospitality from the staff, good breakfast food. Santika is still my best choice in Bandung whatever there are new hotels in Bandung. Hope Santika will keep moving forward.","May 17, 2026"
1,2,Fazlur,Indonesia,Solo traveler,Executive Room King,Stayed 1 night in October 2025,9.2,Exceptional,Win Location,"You can walk directly to BIP, because the location is strategic 9/10. The breakfast is 7/10. The room is very spacious and comfortable 8/10. Unfortunately, the parking is relatively small 6/10.","May 11, 2026"
1,3,Meruwan,Malaysia,Solo traveler,Superior Room King,Stayed 3 nights in April 2026,8.8,Excellent,Excellent,"The location is strategic at the city centre. Food during breakfast was good and variety. However the aircond in the room bit slow, might be old one. Need to refurbish. Overall I’m happy to stay here.","May 05, 2026"
1,4,marvin,Indonesia,Family with young children,Executive Room King,Stayed 2 nights in March 2026,9.2,Exceptional,Great location,"The hotel is a bit outdated. The staff are friendly. The hotel is located in the city center, close to malls and other attractions, with many shops and good cafes/restaurants near the hotel.","March 31, 2026"
1,5,Aji,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in March 2026,10.0,Exceptional,Special,"A very memorable stay experience, the check-in process was smooth, and I got a room according to my request when I booked. Thank you, Hotel Santika Riau Bandung, for fulfilling my request.","March 26, 2026"
2,6,joko,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in March 2026,10.0,Exceptional,Comfortable hotel,"Strategically located in the heart of Bandung, close to shopping and dining destinations; comfortable and family-friendly","March 25, 2026"
2,7,Andry,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in March 2026,9.2,Exceptional,Hotel yang teduh dengan staff yang ramah,Hotel yg baik dengan staff yg sangat ramah . Suasana kamar bersih dan menyenangkan. Sedikit masukan. Meski hal ini tidak mengganggu tapi baik bila dilakukan sedikit pembersihan diruang semi outdoor dimana ada bekas burung burung yg singgah baik dibtembok maupun sisi atas pilar beton horisontal yg terlihat bila sdg berjalan dilantai 2 atau 3. Tidak mengganggu tapi bila bersih dr bekas burung dan debu akan menyenangkan.,"March 24, 2026"
2,8,ADRYAN,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in March 2026,8.4,Excellent,Hotel klasik nyaman bersih lokasi strategis,"Trims kemaren dapat kasur per lebih kokoh tidak tidur miring lgi, atau mungkin beda kamar ? Breakfast enak tidak keasinan atau over bumbu, ada mesin kopi buat espreso jg, semua staf ramah, harga kmren dapat wajar, sedikit masukan tolong chanel tv diperbanyak atau bisa netflik/youtube, jendela tolong dirapatkan baut kendor suara jalan terlalu masuk 🙏","March 20, 2026"
2,9,Charmantha,Indonesia,Family with teens,Superior Room King,Stayed 1 night in March 2026,9.6,Exceptional,Strategic place,"It may look old from the outside, but the room is very clean & comfy. The location is exceptional. Very easy to go everywhere by foot, since Bandung traffic is 🥴🥴 Surrounded by supermarkets, cafes, foodcourts n stores. Lovin' it","March 17, 2026"
2,10,Budhi,Indonesia,Couple,Superior Room King,Stayed 2 nights in February 2026,10.0,Exceptional,Should be all,"The location is between BIP and Yogya Riau Junction. It is really strategic, just a short walk to pray, and there is a TNI headquarters next door.","March 02, 2026"
3,11,Ferry,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in February 2026,10.0,Exceptional,Awesome,"Classic, calm, esthetic hotel and great customer services.","February 21, 2026"
3,12,Irene,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in February 2026,8.4,Excellent,Pelayanan yang Ramah,"Datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. Di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. Besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. Terimakasih Santika ...","February 17, 2026"
3,13,Dedy,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in November 2025,9.6,Exceptional,Exceptional,good location and good place to stay in Bandung,"February 04, 2026"
3,14,Budi,Indonesia,Couple,Superior Room King,Stayed 2 nights in January 2026,9.6,Exceptional,Exceptional,"Still looking for hotel recommendations in Bandung, especially for families or groups. Friendly and good staff and services. Strategic location.","January 29, 2026"
3,15,RIDWAN,Indonesia,Solo traveler,Superior Room Twin,Stayed 2 nights in January 2026,10.0,Exceptional,Santika Bandung,I love Santika Bandung. Good memories with my beloved families. I had been there with my late beloved Papa Mama.,"January 26, 2026"
4,16,SETIAWAN,Indonesia,Business traveler,Executive Room King,Stayed 1 night in December 2025,10.0,Exceptional,Exceptional,"semua fantastis, hanya makanan perlu di tingkatkan sedikit secara taste, tp staff semua ramah bintang 5","January 15, 2026"
4,17,Billy,Indonesia,Family with teens,Executive Suite King,Stayed 1 night in December 2025,10.0,Exceptional,Good staff hospitality,Value for money,"January 01, 2026"
4,18,Alanis,Indonesia,Couple,Superior Room Twin,Stayed 1 night in August 2025,10.0,Exceptional,Exceptional,"I don't know what can I say, just everything was perfect","December 28, 2025"
4,19,Rochmad,Indonesia,Family with young children,Executive Room King,Stayed 2 nights in December 2025,9.2,Exceptional,Great place for vacation,Great : Near popular place and resto in Bandung city,"December 20, 2025"
4,20,hanny,Indonesia,Family with teens,Executive Room King,Stayed 1 night in November 2025,10.0,Exceptional,Breakfast is Amazing,Location wise is best and delicious breakfast,"December 15, 2025"
5,21,Herywanto,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in November 2025,10.0,Exceptional,"DG Hotel, the best location in the middle of the city.","A pleasant stay experience, with adequate hotel facilities, strategically located in the city center, and affordable prices.","December 10, 2025"
5,22,Budi,Indonesia,Couple,Deluxe Room King,Stayed 1 night in November 2025,9.6,Exceptional,Exceptional,"The hotel with good hospitality,strategic location, good rate enough also the price is.","November 29, 2025"
5,23,Puji,Indonesia,Couple,Superior Room King,Stayed 1 night in November 2025,9.2,Exceptional,Hotel Nyamam,"Recommended hotel for vacation or business in Bandung, I always stay at Hotel Santika because of its strategic location, complete facilities, especially the delicious and varied breakfast.","November 22, 2025"
5,24,Titis,Indonesia,Couple,Superior Room King,Stayed 2 nights in October 2025,10.0,Exceptional,Exceptional Stay Experience,"This property offers exceptional value with its prime location, making it easy ta explore the area. The cleanliness is top- notch, and the staff is friendly and attentive, ensuring a pleasant experience The facilities are great, featuring spacious rooms with hot water and convenient parking. Overall, it's an excellent choice for anyone looking for comfort and accessibility during their stay.","November 14, 2025"
5,25,herdi,Indonesia,Family with teens,Deluxe Room Twin,Stayed 1 night in November 2025,9.6,Exceptional,Recommended Hotel,"Overall, this hotel is recommended, starting from the service, food, and location, if the price is relatively right. One thing I always like about staying at Santika is the variety of food available, both traditional and Western, and the taste is pleasing to the palate.","November 06, 2025"
6,26,Rose,Indonesia,Couple,Superior Room King,Stayed 1 night in November 2025,9.2,Exceptional,Cleanliness,"Comfortable, everywhere is clean. The toilet smells nice. A suggestion: repaint the bathroom doors to make them look fresher.","November 05, 2025"
6,27,andy,Indonesia,Couple,Superior Room Twin,Stayed 1 night in November 2025,9.6,Exceptional,Good to stay,So far good to stay,"November 02, 2025"
6,28,christina,Indonesia,Couple,Executive Room King,Stayed 2 nights in September 2025,10.0,Exceptional,Exceptional,recommed,"October 30, 2025"
6,29,Vaji,Indonesia,Family with teens,Executive Room King,Stayed 1 night in July 2025,8.8,Excellent,Great Location,Great location. Meskipun hotel yang sedikit berumur tapi masih terawat dan bersih. Cocok untuk tinggal bersama keluarga.,"October 27, 2025"
6,30,silvia,Indonesia,Family with young children,Superior Room King,Stayed 1 night in September 2025,8.4,Excellent,Excellent,For the room and facilities already good. Just need to improve food for bfast and the lighting for the room.,"October 27, 2025"
7,31,Monika,Indonesia,Couple,Superior Room King,Stayed 3 nights in October 2025,8.8,Excellent,Nice & warm stay in Bandung,"An affordable hotel in a strategic location. The room was spacious and comfortable bed. But the room and furnitures are quite oldies, aircon was not adjustable, and the towels were too thin and old. All of the staff were nice and fast-response handling the inquiry.","October 24, 2025"
7,32,Irawadi,New Zealand,Group,Superior Room King,Stayed 3 nights in October 2025,8.0,Excellent,Very good,Very happy!,"October 15, 2025"
7,33,FEBY,Indonesia,Couple,Deluxe Room King,Stayed 1 night in October 2025,9.2,Exceptional,Menginap di hotel Santika,"Hotel lama yg nyaman, dan dekat dari outlet di jalan Riau dan mudah cari makanan, mantapppp","October 08, 2025"
7,34,Joko,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in September 2025,10.0,Exceptional,Best location,Enjoy stay in city central,"October 06, 2025"
7,35,Meily,Indonesia,Group,Superior Room King,Stayed 1 night in September 2025,10.0,Exceptional,Value for money,Free bfast,"October 02, 2025"
8,36,Soecipto,Indonesia,Family with young children,Superior Room King,Stayed 1 night in September 2025,8.8,Excellent,Good,Good location,"September 21, 2025"
8,37,Abrizan,Malaysia,Group,Superior Room King,Stayed 2 nights in September 2025,10.0,Exceptional,Exceptional,Good hotel to stay,"September 19, 2025"
8,38,Fredy,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in September 2025,8.8,Excellent,Breakfast Mantap,"Pengalaman saya secara umum sangat baik di hotel ini. Baru pertama kali menginap disini itu pun karena kehabisan hotel lain di weekend dan memang dadakan baru cari di hari H. Memang gedung lama tapi lokasi sangat baik di tengah kota jadi sangat strategis kalau mau kemana2, kamar terbilang luas, feels bed pun sangat enak dan sekalipun double twin dijadikan satu tidak berasa ada lubang di tengah2. Yg paling highlight buat saya adalah breakfast karena jenis makanannya banyak dan rasanya pun enak2, plusnya lagi saya mendapat compliment breakfast untuk anak saya yg berusia 8. Compliment karena seharusnya bayar menurut staff restaurant tp waktu check in di info anak hingga usia 8 masih gratis.. Sepertinya perlu disepakati lagi dalam management. Tapi thanks anyway for the compliment.","September 18, 2025"
8,39,Muliati,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in September 2025,6.8,Good,Good,good location and good service,"September 13, 2025"
8,40,MALISA,Indonesia,Family with young children,Executive Room King,Stayed 1 night in August 2025,10.0,Exceptional,Family,"Saya pesan kamar ini untuk ayah saya saya, dan ayah saya suka dengan hotel ini","September 11, 2025"
9,41,MALISA,Indonesia,Family with young children,Executive Room King,Stayed 1 night in August 2025,10.0,Exceptional,Family,"Saya pesan kamar ini untuk ayah saya, dan ayah saya menyukainya","September 11, 2025"
9,42,muhammad,Singapore,Couple,Superior Room King,Stayed 1 night in August 2025,10.0,Exceptional,Exceptional,"This boutique hotel is only 100 meters from the airport train station. The service is friendly and comparable to a five-star hotel, and all staff speak fluent English. The room design is quite unique, with a tube in the bathroom facing the window. Unfortunately, the swimming pool is small. The in-room food menu is varied, delicious, and the prices are quite competitive with restaurants in Platinum Mall. Free tuktuk shuttles to the train station are available. Overall, it's a very happy stay, and I am looking forward to coming back in the future.","September 08, 2025"
9,43,Budi,Indonesia,Family with teens,Executive Room King,Stayed 1 night in August 2025,9.6,Exceptional,Lokasi strategis,"Parkir dibasement tidak sempit muat sekitar 25-30 mobil. Sarapan ok, kacang ijo bubur sumsum selalu ada. Tradisional food. Dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya. Saya dapat di kamar 427, kamar executive tapi ac kurang dingin. Ada ruang duduk sama tv tambahan kecil di depan tapi kurang efektif mending dikasih kasur 1 lagi","September 08, 2025"
9,44,Abu,Malaysia,Couple,Superior Room Twin,Stayed 1 night in August 2025,8.0,Excellent,"Clean old hotel, bfast good","Clean old hotel, but the service was good. I enjoy my tastefully breakfast n jamu wedang sekang. I will consider this again if im around the area","September 02, 2025"
9,45,Pang,Singapore,Group,Superior Room Twin,Stayed 3 nights in August 2025,5.2,,My 3 night stay here in Bandung,"The hotel is inhabited by bats. The wall of the hotel as seen on the photo excrements of bats & on the floor. The gym is👎🏾👎🏾👎🏾 the only treadmill is faulty, i nearly twisted my ankle when i used it . The step board under merchanism faulty when u step on it wobbly. No proper barbels set. To put it straight. Better close the gym & use the space for something else","August 21, 2025"
10,46,Mahardi,Indonesia,Family with young children,Superior Room King,Stayed 1 night in August 2025,10.0,Exceptional,Thank you for the wedding anniversary greeting.,"This accommodation offers excellent value with a strategic location and maintained cleanliness. The staff is very friendly and helpful, making the experience even more enjoyable. The available facilities are also satisfactory, suitable for various needs. Overall, this is a highly recommended place for anyone looking for comfort and the best service while staying.","August 14, 2025"
10,47,Ira,Indonesia,Group,Superior Room King,Stayed 1 night in August 2025,9.2,Exceptional,Fasilitas,Overall good,"August 08, 2025"
10,48,andi,Indonesia,Couple,Superior Room King,Stayed 1 night in September 2024,8.4,Excellent,Comfortable hotel in the city center.,Staying at Santika will make you comfortable with its location right in the center of the bustling city of Bandung.,"August 03, 2025"
10,49,Susiana,Indonesia,Couple,Superior Room King,Stayed 1 night in July 2025,10.0,Exceptional,Exceptional,"Kamarnya luas ,rapi Dan bersih ,kamar mandi juga bersih","July 29, 2025"
10,50,Indra,Indonesia,Couple,Superior Room King,Stayed 2 nights in July 2025,8.8,Excellent,A nice located hotel,"It is in a very good location, across Riau Junction and near Bandung Indah Plaza with lots of eating places. The room is spacious and nice breakfast. The staff were very helpful and friendly, the best customer service. It is a hotel that I would come back every time I go to Bandung.","July 26, 2025"
11,51,Ronald,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in July 2025,8.0,Excellent,Quick bandung,Good rate Good location,"July 12, 2025"
11,52,Ronald,Indonesia,Family with teens,Superior Room King,Stayed 1 night in July 2025,8.4,Excellent,Quick bandung,"Good rate, good location, friendly staff","July 12, 2025"
11,53,Sallika,Indonesia,Family with young children,Superior Room Twin,Stayed 2 nights in July 2025,10.0,Exceptional,"Nyaman, bersih, fasilitas lengkap","Nyaman, bersih, fasilitas lengkap, lokasi strategis.. kalau ke bandung mau stay di hotel ini lagi","July 10, 2025"
11,54,Jamil,Malaysia,Family with young children,Superior Room Twin,Stayed 1 night in July 2025,10.0,Exceptional,"Exceptional Service, Pleasant Stay","The hotel is clean with well-maintained facilities. What truly stands out is the excellent service — from the bellman, reception, to the F&B team, every staff member was genuinely welcoming and professional. While the furniture and bathrooms could use some upgrading to match the hotel’s strengths in other areas, overall it was a pleasant and commendable stay.","July 08, 2025"
11,55,Benny,Indonesia,Family with teens,Superior Room King,Stayed 1 night in July 2025,10.0,Exceptional,Hotel Santika Bandung is really good...,"An old hotel but comfortable to stay in. It feels homey, the lobby and restaurant make you feel at home. There are free bike facilities. I used it with my two kids to go around the area, visiting the nearest satay and factory outlet, wandering around. Comfortable and strategic. The breakfast is so-so, with a fairly complete selection of traditional food. Bakery, savory snacks, espresso machine coffee, sticky rice porridge, noodles, and a complete salad are available. The room is clean and the TV is okay, big. We should have stayed here for 2 nights. It's close to a supermarket, Martadinata. Good for hanging out, BIP. Next time we will come back here again. The price happens to be cheap on weekdays. Weekends are still standard... Thank you, Santika. The staff is friendly.","July 08, 2025"
12,56,James,Australia,Family with teens,Superior Room Twin,Stayed 1 night in July 2025,10.0,Exceptional,Great location and staff,The staff we encountered were wonderful including the General Manager whom approached us in the lobby to have a chat about our time in Bandung. Very good value and we always love staying at Santika properties for this reason.,"July 05, 2025"
12,57,R.,Indonesia,Group,Superior Room King,Stayed 1 night in June 2025,10.0,Exceptional,Exceptional,Always satisfied staying here. Really nice bed.,"June 30, 2025"
12,58,Hendry,Indonesia,Family with young children,Superior Room King,Stayed 1 night in June 2025,9.6,Exceptional,Recommendation even for an old hotel.,"I am comfortable staying at the JNJ hotel. Although I found the coffee to be lacking in flavor, when I requested a stronger coffee, the staff quickly provided it.","June 26, 2025"
12,59,Wawan,Indonesia,Family with young children,Superior Room King,Stayed 2 nights in June 2025,10.0,Exceptional,Hotel Nyaman buat Liburan,Semua fasilitas dan layanan staf OK ⭐️⭐️⭐️⭐️⭐️,"June 18, 2025"
12,60,Rudi,Indonesia,Couple,Superior Room King,Stayed 1 night in June 2025,10.0,Exceptional,Best Hotel in Town,"Always comfortable staying at this hotel, prime location surrounded by shopping centers and food. The hotel service and rooms are very good. The rooms are spacious and clean. A diverse and delicious breakfast. There is no doubt in choosing Santika Jalan Sumatera as a choice when staying in Bandung. ⭐️⭐️⭐️⭐️⭐️","June 15, 2025"
13,61,Agustinus,Indonesia,Couple,Superior Room Twin,Stayed 2 nights in June 2025,10.0,Exceptional,Exceptional,Value for money. Although a bit old but wel maintained and good location,"June 11, 2025"
13,62,Bobby,Indonesia,Group,Deluxe Room Twin,Stayed 1 night in May 2025,7.6,Very good,Very good,"Hotel dengan bangunan klasik dan vintage yang berlokasi di pusat kota Bandung. Untuk lokasi tidak perlu diragukan lagi karena sangat strategis. Bangunan hotel sudah cukup berumur dengan interior di dalamnya termasuk kamar yang sudah cukup outdated dan perlu segera ada refurbishment. Tapi overall kualitas tempat tidur, bantal dan duvet tetep oke punya. Kebersihannya pun juga cukup terjaga dengan baik. AC rasanya kurang dingin karena menggunakan pengaturan AC model lama, untungnya kota Bandung by default kalo malam cukup sejuk udaranya. Overall oke banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.","June 04, 2025"
13,63,Vidya,Indonesia,Couple,Superior Room King,Stayed 1 night in May 2025,10.0,Exceptional,Superb,Stayed here for 1 night but one thing for sure is this hotel is value for money and have a good food for breakfast!!!,"June 01, 2025"
13,64,Dwi,Australia,Couple,Superior Room King,Stayed 2 nights in May 2025,6.4,Good,The hotel need to be renovated too old and the air conditioning too dusty and room is rundown,Need to be renovated too old get a healthy environment as the place is rundown,"May 25, 2025"
13,65,Wiwik,Indonesia,Family with teens,Executive Room King,Stayed 1 night in May 2025,10.0,Exceptional,Baru kali ini menginap tapi dapat makan malam,"Letaknya strategis, semua staf ramah, ruangan sangat besar (saya menginap di kamar executive). Dan surprise juga pas diinfo saat cek in kalau sudah dapat paket makan malam dan sarapan. Makananya lumayan enak.","May 14, 2025"
14,66,Aimi,Malaysia,Group,Deluxe Room Twin,Stayed 2 nights in May 2025,10.0,Exceptional,Amazing hospitality,"Staffs are very attentive, never let us carry our luggages to and from grab to our rooms. Able to attend to our request every time. Great location and a lot of eateries nearby.","May 10, 2025"
14,67,Ranggo,Indonesia,Couple,Superior Room King,Stayed 1 night in May 2025,7.6,Very good,Old but cozy,"I recently stayed at Hotel Santika Bandung. As usual, Santika maintains its reputation as a long-established hotel with well-maintained facilities and a comfortable atmosphere. The breakfast menu was quite good and offered a nice variety of options. However, I was a bit disappointed this time. I had booked a room with one large bed, but was given two single beds pushed together instead, which affected the overall comfort of the stay.","May 08, 2025"
14,68,Eva,Indonesia,Family with young children,Deluxe Room King,Stayed 1 night in May 2025,9.6,Exceptional,I will stay here again,"Santika group is one of my favorite hotel to stay in Indonesia. Great location, helpful staff, clean n big room, complete n nice breakfast and affordable price.","May 04, 2025"
14,69,Novi,Indonesia,Family with teens,Superior Room King,Stayed 2 nights in May 2025,9.2,Exceptional,The love of classic hotel,"I love the ambiences, friendly staf, close to the legend shopping mall and good sleep. One thing annoy me is the (not sure) the bird or bat dropping in hall area. It look like drop thing but I'm not sure, hopefully next visit that mark get clean","May 02, 2025"
14,70,Gema,Indonesia,Couple,Executive Room King,Stayed 1 night in May 2024,10.0,Exceptional,Short visit,Food was great the staff was helpful the room was nice just some furniture need to replace,"April 22, 2025"
15,71,Ruwaendah,Indonesia,Group,Superior Room King,Stayed 1 night in April 2025,8.4,Excellent,Excellent,Sangat recomend bagi yg ingin dekat kemana-mana di Bandung,"April 21, 2025"
15,72,andi,Indonesia,Solo traveler,Superior Room King,Stayed 2 nights in October 2024,8.8,Excellent,Valuable Stay at Santika,Best location and comfortable hotel to exploring Bandung City,"April 11, 2025"
15,73,Rudi,Indonesia,Couple,Deluxe Room King,Stayed 1 night in April 2025,10.0,Exceptional,Good hotels in Bandung,"Always happy to stay at Hotel Santika Bandung, the staff is friendly and good in service. The rooms are clean, with complete facilities. The location is surrounded by shopping centers and food. The breakfast is complete, varied, and also delicious. I never get tired of staying here.","April 11, 2025"
15,74,Vai,Indonesia,Couple,Superior Room King,Stayed 1 night in April 2025,10.0,Exceptional,Pengalaman menginap,"Lokasi strategis, dekat pusat perbelanjaan. Kamar nyaman. Staf ramah. Makanan enak.","April 07, 2025"
15,75,Nilam,Indonesia,Family with teens,Superior Room King,Stayed 3 nights in April 2025,10.0,Exceptional,Eid al-Fitr holiday,"Staying here for 3 nights is very strategic, there are many food streets around but because of Eid, many are closed. The room is clean and comfortable, the AC and hot water work well, breakfast is varied, and the staff is very friendly from the entrance to housekeeping.","April 06, 2025"
16,76,Daffarizq,Indonesia,Family with teens,Superior Room Twin,Stayed 2 nights in April 2025,8.4,Excellent,Family accommodation,"This hotel accommodation is suitable for families who enjoy tranquility; the place is cool and quiet. The standard facilities do not include a hair dryer, and it is close to the BIP mall and Riau Junction. Just a suggestion, please add more options to the breakfast menu. Thank you :)","April 05, 2025"
16,77,Novi,Indonesia,Business traveler,Deluxe Room Twin,Stayed 2 nights in February 2025,10.0,Exceptional,Business Trip Friendly,Just in the middle between town and airport.,"March 28, 2025"
16,78,RAYME,Indonesia,Couple,Superior Room Twin,Stayed 3 nights in January 2025,9.2,Exceptional,Exceptional,Nice food & near shopping complex,"March 23, 2025"
16,79,ADRYAN,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in March 2025,8.0,Excellent,Kesan & pesan,"Suasana hotel & lokasi sudah cocok di santika depan riau junction, tapi sayang kasur sudah kurang layak di kamar superior, per kawat lemah jadi badan miring2 sulit tidur, tolong diganti baru ga perlu kasur mewah, cukup standar hotel, untuk parkiran tolong diperbaiki bocoran air plafon buat cat mobil susah hilang bekasnya, sarang kelelawar & kotoran klo bisa dibersihkan jg, trims","March 22, 2025"
16,80,Rusmawatidewi,Indonesia,Couple,Superior Room Twin,Stayed 3 nights in February 2025,8.8,Excellent,Excellent,"The hotel is old but very strategic, the service is excellent, check-in is easy and fast, the sheets and towels are clean and fragrant, all toiletries are available, only the bathroom floor is a bit dirty, the breakfast is delicious with a lot of variety.","February 28, 2025"
17,81,Agustinus,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in January 2025,9.6,Exceptional,Exceptional,Good value for money,"January 31, 2025"
17,82,RAYME,Indonesia,Group,Superior Room Twin,Stayed 3 nights in January 2025,8.8,Excellent,Great location,Not far from shopping mall & garden,"January 29, 2025"
17,83,Joanna,Indonesia,Family with young children,Executive Room King,Stayed 1 night in January 2025,10.0,Exceptional,Exceptional,"Staying during the Lunar New Year holiday with family, the place is great and close to BIP on Riau street for shopping, the facilities are good, and the staff are very friendly.... next time I will come back to stay here.","January 29, 2025"
17,84,Hendra,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in January 2025,10.0,Exceptional,Exceptional,"The room is comfortable, clean, the staff is very helpful, the food tastes great and there are many breakfast options, definitely recommended. A little input on the lack of room service menu in the room (I don't know if it's just in my room or in all rooms). Overall, very good.","January 28, 2025"
17,85,OttoSiahaan,Indonesia,Family with young children,Executive Room King,Stayed 1 night in August 2024,10.0,Exceptional,Ok,Ok,"January 21, 2025"
18,86,Hendrie,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in December 2024,9.6,Exceptional,good location,"good location, good staff, need more renovation for new ambiance, room clean","January 20, 2025"
18,87,renny,Indonesia,Couple,Superior Room King,Stayed 1 night in January 2025,7.2,Very good,AC nya gak dingin,"dari awal masuk AC nya gak dingin,,udh minta teknisi benerin tapi gak ngefek. kami tidur sampe gak pake selimut..apalgi siang,,geraah","January 17, 2025"
18,88,Fadhil,Indonesia,Couple,Executive Room King,Stayed 2 nights in May 2024,10.0,Exceptional,Bagus,"Dipusat kota, lokasi strategis","January 16, 2025"
18,89,Sofie,Indonesia,Family with teens,Executive Room King,Stayed 1 night in November 2024,10.0,Exceptional,Exceptional,"Sangat nyaman bersih dan pelayanan nya oke banget semua staff nya ramah dan sangat membantu apapun yg dibutuhkan Kami ketinggalan kemeja dan celana jeans disimpankan dengan baik di packing dan pas kembali ambil sdh tersedia di front office Thanks yah smua anak saya sangat suka dengan ceasar salad nya , steak nya , perfecto 💖","January 09, 2025"
18,90,elfitria,Indonesia,Couple,Superior Room King,Stayed 1 night in December 2024,10.0,Exceptional,Lokasi yg strategis,Staff super ramah dan lokasi yg sangat dekat kemana2 sangat cocok untuk membawa keluarga,"January 08, 2025"
19,91,Ramdhan,Indonesia,Family with young children,Superior Room King,Stayed 1 night in January 2025,9.6,Exceptional,Good,"Lokasi hotel strategis, dan suka dengan arsitektur lama nya","January 05, 2025"
19,92,Diana,Indonesia,Family with teens,Superior Room King,Stayed 2 nights in January 2025,9.2,Exceptional,Exceptional,"All the staff are friendly and smiley, breakfast is varied and complete available until the last minute of breakfast time. The room is clean, but the hotel is semi-outdoor so a gecko entered the room, luckily I managed to evacuate it, please pay more attention to customer comfort.","January 05, 2025"
19,93,Mohd,Malaysia,Business traveler,Superior Room Twin,Stayed 1 night in September 2024,9.2,Exceptional,Exceptional,Perfect stay and location,"January 02, 2025"
19,94,Butet,Indonesia,Couple,Executive Room King,Stayed 2 nights in December 2024,8.8,Excellent,Nice place to stay,"Located in the center of the city, close to restaurants and cafe and all hang out places","December 30, 2024"
19,95,KEMAS,Indonesia,Couple,Superior Room King,Stayed 5 nights in June 2024,9.6,Exceptional,Enjoyable place santika bandung,Nice & good breakfast,"December 25, 2024"
20,96,Ikhsan,Indonesia,Couple,Executive Room King,Stayed 1 night in December 2024,8.8,Excellent,terima kasih,staf ramah dan sangat bantu,"December 13, 2024"
20,97,sherly,Thailand,Family with teens,Deluxe Room Twin,Stayed 2 nights in July 2024,8.8,Excellent,"Good location, good breakfast, helpful and friendly staff","Quick checked-in and checked out process. All staffs are friendly and helpful. Good location, easy to find foods within walking distance. Located opposite of Riau Junction. Excellent breakfast with many varieties.","December 09, 2024"
20,98,Bentarto,Indonesia,Couple,Superior Room Twin,Stayed 2 nights in October 2024,10.0,Exceptional,"Best location, affordable price",stayed for 2 nights and got great experience. Easy to go to every famous places,"November 26, 2024"
20,99,Kiki,Singapore,Family with teens,Deluxe Room King,Stayed 1 night in June 2024,10.0,Exceptional,Convenient,Enjoyed our stay here. Breakfast had a good spread. Friendly staff,"November 15, 2024"
20,100,Sigit,Indonesia,Couple,Superior Room King,Stayed 1 night in November 2024,8.8,Excellent,"Friendly prices, excellent facilities.","Friendly service and quick response if we need something, complete facilities, breakfast is also okay, only the cleanliness of public facilities and bathrooms need more attention, next insha Allah I will choose this place again and possibly at other locations I will choose Santika, friendly prices, great service and facilities.","November 05, 2024"
21,101,Venny,Indonesia,Group,Superior Room King,Stayed 1 night in October 2024,9.2,Exceptional,Good,"Kamar ok, kebersihan ok. Tempatnya strategis. Tapi Breakfast gak enak sekali. Makanan nya gak enak, pilihannya cuma ada indonesia food","October 24, 2024"
21,102,Jefriansyah,Malaysia,Couple,Superior Room King,Stayed 1 night in September 2024,10.0,Exceptional,Room and Restaurant,A very good and recommended.,"October 02, 2024"
21,103,Antonius,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in September 2024,6.4,Good,"Average rating, there are other better alternatives","Rooms need more cleaning and some renovations. Breakfast menu variation is OK, but rather tasteless. However, it is located in a strategic area and there are enough parking space for guests.","September 30, 2024"
21,104,Budi,Indonesia,Couple,Executive Room King,Stayed 2 nights in September 2024,10.0,Exceptional,improvements of Santika Riau,"Thank you for Mr.Cucu as FB Manager, also miss Azizah as the staff, with warm welcoming services at resto, and improvements of Resto menus and layout.Another services is good enough.","September 26, 2024"
