page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
1,1,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
1,2,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
1,3,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
1,4,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
1,5,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
1,6,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
1,7,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
1,8,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
1,9,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
1,10,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
2,11,handitya,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in May 2024,9.6,Exceptional,Sangat Bagus,"Menginap yang kedua kali nya di Hotel Santika Bogor, Pelayanan, Keramahan, Kebersihan, Kenyamanan dan Keamanan nya tetap terjaga. Dapat harga Promo 700ribu per kamar di saat weekend panjang..Dapat kamar satu lantai dengan Restoran dan Kolam Renang. kondisi Kamar dan Kamar Mandi sangat bersih dan wangi, pelayanan Security, Room Boy, Receptionist, Waiter, Office Boy nya sangat ramah. Sarapan nya banyak menu dan enak semua. Kekurangan nya Lift nya terlalu kecil untuk sekelas hotel Bintang 4, sehingga hanya muat 4 orang saja (membuat lama antri menuggu Lift) dan Pintu Akses ke Mall Botani nya hanya melalui Lift ke Basement yg mana Lift nya harus menunggu lama antrian dengan tamu hotel yg dari lantai atas ataupun sebalik nya dari Lobby..Seharus nya di berikan akses tangga jalan ke basement untuk ke Mall Botani ataupun ada akses pintu dari Lobby ke Mall Botani",11-May-24
2,12,Imanuel,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in June 2025,9.6,Exceptional,Hotel Strategis di Pusat Kota Bogor,"Saya dan istri senang memilih tempat ini untuk berlibur di Bogor karena lokasinya yang dekat dengan Kebun Raya Bogor dan menempel dengan Botani Square. Hotel bersih, makanan enak, staf ramah, dan fasilitas cukup lengkap. Rekomendasi untuk yang mau berlibur di Bogor",10-Jun-25
2,13,widi,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in October 2025,10,Exceptional,Healing di Bogor,"Hotel ini lokasinya sangat strategis, terletak di pusat kota Bogor. Tidak jauh dari pintu tol Jagorawi. Hotel ini juga menyatu dengan mall favorit kota Bogor. Jadi oke banget. Fasilitas lengkap, makanan enak, view kota Bogor yg indah , staff hotel yg ramah dan membantu tamu. Rekomendasi banget untuk staycation di sini. Yg ngga mau ribet cari makanan dan hiburan. Semua ada di sini.",16-Oct-25
2,14,석용,South Korea,Solo traveler,Executive Queen,Stayed 1 night in January 2025,9.2,Exceptional,쇼핑몰 위에 있어서 너무 입지가 좋아요,쇼핑몰하고 붙어있어서 멀리 안나가도 되고서 위치너무 좋아요 하지만 호텔이 오래되서 그런지 전체적으로 시설들이 좀 낡은 느낌이 드네요 직원들도 친절하고 위치 가격 맘에들어요 그리고 옆방 공사중이어서 낮잠을 자는데 시끄러운거 빼고 불만없어요,10-Jan-25
2,15,Anggit,Indonesia,Couple,Executive Queen,Stayed 1 night in December 2024,9.6,Exceptional,Santika,"Pas awal masuk sudah hampir dini hari, loby gelap kaya kurang cahaya gitu, terus panas dan kurang wangi hehehehe. Lorong menuju kamar juga redup dan panas sepertinya acnya tidak dinyalakan entah dalam rangka berhemat atau go green. Kamar bersih, rapi, termasuk baru jadi masih terawat, air panas oke, tempat tidur nyaman. Sarapan lumayan variatif dan enak, staff hotel ramah. Lokasi strategis karena diatas Mall",14-Jan-25
2,16,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
2,17,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
2,18,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
2,19,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
2,20,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
3,21,Imam,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in July 2025,10,Exceptional,Exceptional,"Pokoknya semuanya oke banget! Lokasi, staff, fasilitas, breakfast… Bakal balik lagi kalo ke bogor 👌🏻👌🏻",26-Aug-25
3,22,Laurencia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in June 2025,10,Exceptional,Happy staycation,"Sudah sering menginap di sini karena lokasi strategis, bersebelahan dengan Botani Square Mall. Staf sangat ramah & selalu siap membantu. Kamar hotel juga sangat bersih",5-Jun-25
3,23,Nita,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in April 2024,10,Exceptional,Staycation,"Senang bisa menginap disini, letaknya strategis langsung akses ke mall. Staf ramah dan membantu serta kamar yang nyaman, bersih, luas, wangi membuat pengalaman menginap jadi lebih menyenangkan . Thank you, very recommended hotel ❤️💐",29-Sep-24
3,24,Mshenda,Indonesia,Family with teens,Deluxe Room Twin,Stayed 1 night in November 2024,10,Exceptional,👍,"Menginap di Hotel Santika Bogor bersama keluarga kemarin malam sangat menyenangkan! Lokasinya yang strategis, dekat dengan Botanical Square Mall dan Kebun Raya Bogor, memudahkan kami untuk berbelanja dan menikmati keindahan alam. Kamar cukup nyaman dan fasilitasnya memadai, sarapannya enak2.",18-Nov-24
3,25,agus,Indonesia,Couple,Superior Room Twin,Stayed 1 night in May 2025,8,Excellent,Istirahat di atas mall,"Kamar cukup luas dan bersih. Kamar mandi bersih dan air di lantai cepat kering. Fasilitas hotel memadai., view bagus serasa di puncak. Kekurangan pada sarapan, kebanyakan lauknya dingin, jadi tidak sebanding dengan harga sarapannya.",12-May-25
3,26,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
3,27,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
3,28,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
3,29,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
3,30,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
4,31,Bu,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in March 2026,8.8,Excellent,Staycation,"Terimakasih agoda sudah mmberikan harga terbaik murah tpi hotel yang bagus, bersih dan semua stafnya ramah sekali dan lokasi yang sangat strategis",12-Mar-26
4,32,Iyong,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in September 2025,10,Exceptional,Libur Keluarga,"Nyaman bersih deket dengan mal dan kebun raya , lokasi nya strategis dan pulang juga bisa langsung deket dengan pintu tol arah jakarta",1-Oct-25
4,33,Larasati,Indonesia,Group,Superior Room Twin,Stayed 2 nights in February 2024,8.8,Excellent,Hotel nempel mall di Bogor,"Utk Hotel Santika selalu oke yah dicabang manapun...kamar nyaman, luas dan fasilitasnya bagus. Makan sarapan selalu menyenangkan jg di Santika Bogor banyak pilihan menunya. Hanya kolam renang kecil dan yg kolam kecil anak2 itu agak kotor yah pas kami staycation disana. Tapi utk posisi dipusat kota enak deket kemana2 termasuk utk cari2 makan jg mudah karena nempel dengan Mall botani square.",27-Jan-25
4,34,Riza,Indonesia,Couple,Deluxe Room Queen,Stayed 1 night in April 2025,10,Exceptional,Exceptional,"Semuanya OK, bs dpt kamar deluxe (besar) only 800an. Kamarnya bersih, fasilitas OK, staff nya ramah. Hotel andalan klo ada perjalanan ke luar negri dn hrs balik dini hari, lsg ke Santika nginep nya",1-May-25
4,35,Nor,Singapore,Family with teens,Superior Room Twin,Stayed 1 night in December 2025,9.6,Exceptional,Pleasant stay at Santika Bogor Hotel,"Love the location- with access to the mall. Clean room, bright corridor. Great hospitality by the hotel staff from concierge, to reception, housekeeping, restaurant and room service. Will stay here again if in Bogor.",31-Dec-25
4,36,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
4,37,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
4,38,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
4,39,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
4,40,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
5,41,ISMAIL,Malaysia,Couple,Superior Room Twin,Stayed 2 nights in April 2026,8.4,Excellent,Nice hotel.,"Nice hotel, clean room, smooth for check in and check out. The hotel is very closed to shops and food stalls, easy to go shopping and get dinner. The breakfast was very nice. I enjoy the Sunda cuisines. The staff were very friendly. There's a simple gym but a big swimming pool. I will come back again if I visit Bogor city. Recommended hotel.",13-Apr-26
5,42,henny,Indonesia,Couple,Superior Room Twin,Stayed 2 nights in February 2024,10,Exceptional,Hotel yang menempel di Mal Botani Square,"Saya selalu suka dengan hotel yg jadi satu dengan Mal. Apa apa gampang. Kamar oke, sarapannya juga lumayan enak",5-Aug-24
5,43,Encep,Indonesia,Couple,Superior Room Twin,Stayed 1 night in June 2025,9.2,Exceptional,Ayo liburan di hotel santika Bogor,"fasilitas ditengah kota berada dalam satu kawasan mall Botani, tempat bersih, fasilitas lengkap namun service excelent bagi semua staf perlu ditingkatkan",18-Jun-25
5,44,Iswahyudi,Indonesia,Couple,Superior Room Twin,Stayed 1 night in May 2025,10,Exceptional,Hotel dekat kebun Raya Bogor,"Hotel bagus, lokasi bagus, ada mall juga di bawah, dan istimewa nya kita bisa jogging keliling kebun Raya Bogor.",10-Nov-25
5,45,riana,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in April 2025,10,Exceptional,Exceptional,"lokasi strategis punya akses ke botani square, kamar deluxe luas disertai sofa , makanan cukup banyak variasinya dan enak2. yg perlu diimprove proses check in antri dan baru bisa masuk kamar 14.30, saat peak season hrsnya resepsionis dan penyiapan kamar bisa lebih di perbanyak.",5-Apr-25
5,46,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
5,47,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
5,48,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
5,49,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
5,50,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
6,51,Dama,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in August 2024,10,Exceptional,Hotel nyaman modern,"Seru sih hotelnya makanan jg oke banyak pilihan, kolam renang cukup lah buat dewasa n anak-anak, lokasinya strategis bgt dket mall tggl jalan kaki jadi gampang bgt kl ajak anak2 cari makan n oleh2 jg gampang",29-Nov-24
6,52,Dina,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in November 2025,9.2,Exceptional,Hotel di Mall Botani Square,"Staff ramah , lokasi strategis , view gunung salak , breakfast cukup beragam . Nice ..Masukannya : Ada mesin roti yang berputar untuk Croissant .",11-Nov-25
6,53,Iskandar,Malaysia,Solo traveler,Superior Room Queen,Stayed 2 nights in June 2024,10,Exceptional,Exceptional,"Hotel is superb in terms of location, cleanliness and strategically located in the city of Bogor. Staff are very friendly and helpful. Feel really welcome especially at the cafe during breakfast with variety of foods",15-Jun-24
6,54,Febry,Indonesia,Family with young children,Executive Queen,Stayed 1 night in September 2024,10,Exceptional,Longweekend 😬,"Selama longweekend kami stay awal di suite room dan hari berikutnya kami pindah ke executive semuanya ok, kami minta dipindahkan tidak jauh dari kamar awal posisinya dan akses yg tidak jauh dri lift, dan dibantu dengan tim FO, Makasih 🙏 akses yg terintegrasi langsung dengan mall botani sangat membantu kami selama liburan. Snack time di exe lounge mba gaby selalu membantu dan ramah selama 2 hari kami stay disana.🙏Semoga dipertahankan servis dan kebersihannya",23-Sep-24
6,55,Lin,Malaysia,Couple,Executive Queen,Stayed 2 nights in April 2026,9.2,Exceptional,Bogor short trip,Convenient as it is connected to the mall. Good for families or if you’re the fussy eater the mall all kinds of foods. The view was nice and calm.. Will definitely return again,1-May-26
6,56,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
6,57,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
6,58,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
6,59,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
6,60,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
7,61,annis,Indonesia,Family with young children,Executive Queen,Stayed 1 night in October 2025,10,Exceptional,Hotel Tersat set di Bogor,"Hotel paling enak, nyaman dan strategis... deket kemana mana.. Terutama mall di dalemnya hehehe.. makasi santika..",8-Oct-25
7,62,Rizqi,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in August 2024,10,Exceptional,Nice Hotel,"Tempatnya strategis, satu kawasan sama mall botani jadi ga repot kalo butuh sesuatu. Nyaman, kamar luas, kolam renang jg lumayan.",13-Sep-24
7,63,Sanggul,Indonesia,Solo traveler,Superior Room,Stayed 2 nights in July 2025,10,Exceptional,Great place to stay,"Very startegic location dan nicest place, meals and clean room including excellent service from all the staffs",11-Jul-25
7,64,Abidur,Japan,Solo traveler,Superior Room Queen,Stayed 1 night in January 2026,9.2,Exceptional,Good place to stay,"The location is perfect, next to the mall. The breakfast was impressive. Staffs were very friendly and helpful. I strongly recommend the hotel.",28-Jan-26
7,65,Nizam,Malaysia,Solo traveler,Superior Room Queen,Stayed 3 nights in July 2025,9.6,Exceptional,Great Service and location,"I'll definitely stay here again. Clean, good staff, convenient, pretty good breakfast as well",2-Aug-25
7,66,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
7,67,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
7,68,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
7,69,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
7,70,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
8,71,Unai,Spain,Couple,Superior Room Twin,Stayed 1 night in July 2025,9.2,Exceptional,Nivel stay,"We had a very good experience during our two-night stay, even though the hotel was fully booked (last weekend before the school holidays). Everything was clean and well-organized despite the crowds. The buffet was amazing, with a wide variety of Javanese and Indonesian dishes. The location is excellent: right next to the Botanical Gardens and two shopping malls. A pleasant surprise in Indonesia: people walk, jog, and cycle around the Botanical Gardens in the evening. The hotel has a pool and a small fitness room. The staff was wonderful and very helpful. We had an issue with a room that smelled of smoke, but they quickly moved us and took care of everything. I think Europeans are more used to smoke-free spaces. I hope this becomes more common in Indonesia too.",10-Aug-25
8,72,Nor,Singapore,Family with teens,Superior Room Twin,Stayed 1 night in December 2025,9.6,Exceptional,Had a pleasant stay at Santika Bogor Hotel.,"Great hospitality, clean room. Very good location if you like to be near the mall and eating places. Exceptional staff, guest focussed. Has access to mall. A hotel that i will definitely recommend to my loved ones. Will stay here again if in Bogor.",31-Dec-25
8,73,Kemala,Singapore,Couple,Superior Room Twin,Stayed 5 nights in September 2024,10,Exceptional,Great Stay!,"Santika Hotel Bogor exceeded my expectations in every way. It combines excellent service, comfortable accommodations, and a great location, making it a standout choice for anyone visiting Bogor. I highly recommend it and look forward to staying there again in the future.",11-Sep-24
8,74,Unai,Spain,Couple,Superior Room Twin,Stayed 1 night in July 2025,9.2,Exceptional,Nivel stay,"We had a very good experience during our two-night stay, even though the hotel was fully booked (last weekend before the school holidays). Everything was clean and well-organized despite the crowds. The buffet was amazing, with a wide variety of Javanese and Indonesian dishes. The location is excellent: right next to the Botanical Gardens and two shopping malls. A pleasant surprise in Indonesia: people walk, jog, and cycle around the Botanical Gardens in the evening. The hotel has a pool and a small fitness room. The staff was wonderful and very helpful. We had an issue with a room that smelled of smoke, but they quickly moved us and took care of everything. I think Europeans are more used to smoke-free spaces. I hope this becomes more common in Indonesia too.",10-Aug-25
8,75,Sandy,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in September 2024,8.4,Excellent,Hotel yg menyatu dengan mall,"Hotel cukup baik..menyatu dengan mall, tinggal jalan kaki..kamar cukup luas..breakfast variasi byk tp rasa sedikit kurang..pool cukup ok, tmpt gym seadanya..",27-Sep-24
8,76,Yullia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2026,9.6,Exceptional,Sabtu ceria,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya",16-Apr-26
8,77,Latifah,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in February 2026,10,Exceptional,Rekomendasi staycation yang nyaman,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼",17-Feb-26
8,78,Novita,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in May 2025,10,Exceptional,Terbaikk,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍",29-Sep-25
8,79,Mohammad,Singapore,Couple,Executive Room,Stayed 7 nights in April 2026,10,Exceptional,Staycation,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.,20-Apr-26
8,80,Abdika,Indonesia,Couple,Superior Room Queen,Stayed 1 night in April 2025,8.8,Excellent,Good and comfy stay,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!",17-Apr-25
9,81,madigan,Malaysia,Business traveler,Executive Queen,Stayed 5 nights in May 2024,9.6,Exceptional,Great stay,Located beside a mall. Many restaurants in the mall. Room is clean and bed are comfortable.,4-Jun-24
9,82,Casey,Malaysia,Couple,Superior Room Queen,Stayed 1 night in September 2024,8,Excellent,Good Location,The location of this hotel is excellent. It is joint with a good mall. Breakfast is good.,18-Oct-24
