page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
1,1,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
1,2,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
1,3,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
1,4,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
1,5,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
1,6,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
1,7,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
1,8,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
1,9,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
1,10,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
2,11,Dadik,Indonesia,Family with young children,Superior Twin,Stayed 1 night in July 2025,10.0,Exceptional,Perfect,"Hotel bersih, rapi, kamar luas, dan harga sangat bersahabat. Ada fasilitas free yg wow: - mobil dicucikan. Tiba2 pagi hari mobil sudah kinclong - free EV charging Strongly recommended.","July 14, 2025"
2,12,Yulia,Indonesia,Family with teens,Superior Twin,Stayed 2 nights in June 2025,10.0,Exceptional,Hotel yang menyenangkan,"Kamar besar, bersih, staf semua ramah, sarapan bervariasi.. Recommended hotel di Cirebon, pertahankan yaaa","June 11, 2025"
2,13,moe,Indonesia,Couple,Executive King,Stayed 1 night in September 2024,10.0,Exceptional,Puas,"Kamar executive bersih, luas dan perlengkapan cukup, km mandi ok, staf ramah, sarapan pagi cukup variatif dan rasa sesuai selera. Harga terjangkau.","September 16, 2024"
2,14,Gumiwang,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in January 2026,8.8,Excellent,Senang menginap di hotel santika,Lokasi yg strategis dekat kemana2 n kolam renangnya yg menyenangkan buat anak2 kecil,"January 03, 2026"
2,15,a,Indonesia,Family with young children,Superior Twin,Stayed 1 night in March 2025,10.0,Exceptional,Liburan,"Anak anak senang menginap di sini, kamarnya nyaman dan kolam renangnya bersih. Untuk sarapan mungkin bisa lebih diperhatikan lagi.","April 02, 2025"
2,16,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
2,17,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
2,18,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
2,19,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
2,20,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
3,21,Yulianti,Indonesia,Family with teens,Executive King,Stayed 1 night in June 2025,10.0,Exceptional,Pengalaman menyenangkan,"Santika dimana2 selalu memuaskan sehingga jadi pilihan utama jika menginap, kamarnya bersih dan cukup luas, breakfast enak, ada swimming pool juga yang cukup luas dan dalam untuk dewasa...","June 30, 2025"
3,22,Yeni,Indonesia,Group,Superior Twin,Stayed 1 night in September 2024,10.0,Exceptional,Nyaman dan bersih,"Hotel di tengah kota, tempat parkir luas, nyaman, bersih, AC dingin, makanan variatif","October 01, 2024"
3,23,Imelda,Indonesia,Family with young children,Superior Twin,Stayed 1 night in January 2025,9.2,Exceptional,Hotel nyaman,"Untuk pertama kalinya menginap di hotel saat setelah cek in, masuk kamar sudah dengan kamar dingin, AC sudah menyala,tidak harus menunggu masukan kartu dulu. Anak2 jadi bisa langsung tidur tenang ngak kepanasan","September 27, 2025"
3,24,verdi,Indonesia,Family with young children,Executive King,Stayed 1 night in April 2025,10.0,Exceptional,Menikmati transjawa dengan menginap di hotel yang historisnya tinggi,"Santika merupakan hotel warisan di kota cirebon, walaupun tua bangunannya tetapi nyaman untuk dihuni dan layanan internasional yang tetap digunakan","April 13, 2025"
3,25,Monica,Indonesia,Couple,Superior Twin,Stayed 1 night in May 2025,8.8,Excellent,Nice vibes,Hotelnya memang bangunan lama tetapi sangat estetik dan kebersihannya juga dijaga meskipun ada beberapa bagian yang harus diupgrade. Breakfast dengan rasa yang cukup makteh dan enak. Staff-nya sangat ramah dan helpful.,"May 04, 2025"
3,26,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
3,27,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
3,28,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
3,29,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
3,30,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
4,31,Yoseph,Indonesia,Family with young children,Deluxe King,Stayed 2 nights in May 2024,9.2,Exceptional,Oldies but goodies,"This is quite an old hotel but well maintained. Room was clean and spacious, the staffs were very nice and friendly. The breakfast can be better, need improving. Location is very nice, there are a shopping malls and restaurants nearby.","July 02, 2024"
4,32,Catur,Indonesia,Couple,Superior Twin,Stayed 1 night in May 2025,9.6,Exceptional,Exceptional,"Great hotel for the price, pools good, and once you check out, you got your car cleaned up, nice one","May 11, 2025"
4,33,AIR,Indonesia,Group,Superior Twin,Stayed 1 night in September 2024,10.0,Exceptional,HOTEL TERBAIK DI CIREBON,Semua terbaik deh sarapan komplite Ruang kamar bersih bagus Hotel model lama tapi pelayanan bintang 5 terbaik Kolam renang bagus bersih dekat dengan sarapan.,"September 16, 2024"
4,34,Sarah,Indonesia,Couple,Superior Twin,Stayed 1 night in April 2025,8.0,Excellent,Hotel santika cirebon,"Breakfast was good, the cleanliness is on the spot, warm welcome from the receptionist","April 19, 2025"
4,35,LIU,Indonesia,Group,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nice stay,Kamar tidur dan kamar mandi luas dan nyaman. Hotel tua tapi masih terpelihara dengan baik. Staff sangat ramah dan helpful. Anak2 sangat suka berenang di kolam renangnya.,"January 06, 2025"
4,36,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
4,37,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
4,38,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
4,39,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
4,40,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
5,41,Mita,Indonesia,Family with young children,Deluxe King,Stayed 1 night in April 2025,10.0,Exceptional,Upgrade Room Level Prize,Thank you for the extraordinary service and for giving us the gift of a room upgrade. Santika is always the best choice,"April 24, 2025"
5,42,Muhammad,Indonesia,Group,Superior Twin,Stayed 2 nights in October 2025,8.0,Excellent,Location,"Location are great, not to busy but in main street of Cirebon. Pool is the best, as it one of the old resort like hotel in Cirebon. Cleanliness of all aspect are must be improve. Breakfast are great. Staff must improve for greetings and willingness for helping customer. Will be great if renovation the whole hotel.","November 06, 2025"
5,43,Desty,Indonesia,Family with young children,Superior Twin,Stayed 1 night in May 2024,10.0,Exceptional,Menyenangkan,"Kamar luas, bersih harum semua nya berfungsi dengan baik.. Kolam renang besar dan paling penting bersih terawat dengan baik..","May 09, 2024"
5,44,Yeni,Indonesia,Group,Deluxe King,Stayed 1 night in July 2024,10.0,Exceptional,One of the best hotel,"Pelayanan, staff, fasilitas, kebersihan, breakfast, lokasi semua OK no complaint. Jadi salah satu pilihan utama kalau berkunjung ke Cirebon","July 10, 2024"
5,45,Yoseph,Indonesia,Family with young children,Deluxe King,Stayed 2 nights in May 2024,8.4,Excellent,oldies but goodies,"This is quite an old hotel but well maintained. Room was clean and spacious, the staffs were very nice and friendly. The breakfast can be better, need improving. Location is very nice, there are a shopping malls and restaurants nearby.","July 02, 2024"
5,46,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
5,47,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
5,48,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
5,49,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
5,50,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
6,51,Yani,Indonesia,Couple,Superior Twin,Stayed 1 night in February 2025,9.6,Exceptional,Amazing hotel,Kamar yg besar nyaman dan bersih dg fasilitas yg lengkap...berada di pusat kofa deket kalo kmana². Klo ke crb pasti balik ksini lagi,"February 12, 2025"
6,52,Andy,Indonesia,Couple,Superior Twin,Stayed 1 night in January 2026,9.6,Exceptional,pleasant experience staying at Santika Cirebon,"Santika Hotel, even though it is an older hotel, still feels luxurious for the city of Cirebon. All the room facilities are still OK, the staff are friendly, only the quality of breakfast may need to be improved.","January 06, 2026"
6,53,maya,Indonesia,Family with young children,Superior Twin,Stayed 1 night in November 2025,10.0,Exceptional,The Best Hotel at Cirebon,"Semua staff nya baik banget, mempermudah kita dalam check in, fasilitas lengkap, lokasi terjangkau.. paket complete lah.. dibanding hotel lainnya, ini recomended","January 12, 2026"
6,54,Sortha,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in May 2025,8.4,Excellent,Excellent,"Staff nya ramah2 tapi pas kmi nginap hari pertama breakfast time seperti understaff. Ga ada yg jaga, makanan sering kosong. Menu perlu diperbaiki. Yang lain ok lah","June 21, 2025"
6,55,Muhammad,Indonesia,Family with young children,Superior Twin,Stayed 1 night in May 2025,8.4,Excellent,Old but still good,"Hotel with old style but still good with resort style pool and garden. Location are good with distance to major Cirebon attraction. Checkin and out are fast, but the staff need to be more attractive, more responsible to guest. Room was good, big enough, bed was good, amenities superb. Things to improve are cleanliness dust and smell of the room, towel are worn and stain. Breakfast was good. At last this hotel very value for money for us, will be back. thank you.","June 05, 2025"
6,56,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
6,57,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
6,58,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
6,59,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
6,60,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
7,61,noviyanti,Singapore,Family with young children,Superior Twin,Stayed 1 night in June 2025,10.0,Exceptional,Amazing hotel,"Super satisfied with their hospitality! It's an old hotel, but the room and bed were super clean and smelled very nice. If I could give 10 stars, I would. They even gave us a free car wash, and the staff were so nice and polite. The breakfast was nice too. We booked three rooms, and all were good! No complaints. Thanks to all the staff there for giving us a good experience. We will definitely return.","June 09, 2025"
7,62,Betsy,Indonesia,Couple,Superior Twin,Stayed 1 night in July 2024,10.0,Exceptional,Exceptional,"Selalu stay disini jika ke Cirebon, dr anak2 masih kecil, smp sudah ada yg menikah, kami berdua sll nyaman stay di hotel Santika, tidak ada yg berobah. Pertahankan trs utk kebersihan kamarnya, lampu di kamar saja yg perlu diganti yg lebih terang spy lbh fresh.","July 30, 2024"
7,63,noviyanti,Singapore,Family with young children,Superior Twin,Stayed 1 night in June 2025,10.0,Exceptional,Amazing Hotel,"Super satisfied with their hospitality! It's an old hotel, but the room and bed were super clean and smelled very nice. If I could give 10 stars, I would. They even gave us a free car wash, and the staff were so nice and polite. The breakfast was nice too. We booked three rooms, and all were good! No complaints. Thanks to all the staff there for giving us a good experience. We will definitely return.","June 09, 2025"
7,64,Hendy,Indonesia,Family with young children,Superior Twin,Stayed 1 night in January 2025,9.2,Exceptional,Joyful stay,"We booked 4 rooms and stayed for just 1 night. The hotel staff are very helpful, the breakfast is nice and the pool is big and clean. The kids love the kids pool.","January 30, 2025"
7,65,hadi,Indonesia,Family with young children,Deluxe King,Stayed 1 night in September 2024,10.0,Exceptional,Masih tetap oke walau sudah tuaaaaaa dan belum direnov,"Sampai saat ini, masih jadi pilihan keluarga saya. Saran urgent adalah segera ganti toilet umumnya, depan lift (geli liatnya serasa bukan fasilitas hotel, masih bagus toilet spbu)","September 16, 2024"
7,66,Inne,Indonesia,Family with teens,Superior Twin,Stayed 1 night in January 2025,9.6,Exceptional,Nyamannya menginap di Santika Hotel Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","January 24, 2025"
7,67,achyar,Indonesia,Family with young children,Superior Twin,Stayed 1 night in September 2025,8.8,Excellent,Excellent,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","September 15, 2025"
7,68,Inne,Indonesia,Business traveler,Superior Twin,Stayed 1 night in January 2025,8.8,Excellent,"Hotel dgn lokasi, fasilitas dan pelayanan memuaskan","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","January 14, 2025"
7,69,Sahid,Indonesia,Group,Superior Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,"October 14, 2025"
7,70,Maemunah,Indonesia,Family with young children,Superior Twin,Stayed 2 nights in June 2025,9.6,Exceptional,Liburan Mengesankan,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","June 15, 2025"
8,71,Agi,Indonesia,Family with young children,Superior Twin,Stayed 3 nights in May 2025,9.6,Exceptional,Great Hotel,"It’s a nice hotel, but the house keeping staff often open the door without any knocking or ring the bell.","May 13, 2025"
8,72,Rahayu,Indonesia,Family with young children,Deluxe King,Stayed 1 night in April 2025,10.0,Exceptional,Pengalaman menginap,"Santika selalu jadi pilihan untuk menginap semoga semua fasilitas dan keramahan stafnya dari mulai garderner sampai semua stafnya baik, helping dan ramah sekali, semoga tetap di pertahankan","April 15, 2025"
8,73,Heri,Indonesia,Family with young children,Superior Twin,Stayed 1 night in May 2024,8.8,Excellent,Old but wonderful,"It's an old hotel but can still hold its weight. Clean. Good pool. Breakfast was average, taste wise.. Staff were awesome. The car wash guy was awesome. Only thing I was disappointed about was we were put in a room at the edge of the world. Cmon, yall occupancy werent that high.","May 28, 2024"
8,74,Tjhin,Indonesia,Business traveler,Superior Twin,Stayed 1 night in May 2025,8.8,Excellent,"Cukup OK, Bangunan Lama","Beberapa sudut dan interior perlu diupdate, ambiencenya masih kental dengan hotel dengan bangunan lama, beberapa finishingnya sudah kurang baik, termasuk pintu dan interior kamar. lainnya ok.","May 20, 2025"
