page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
32,159,Washy,Indonesia,Solo traveler,Deluxe Room Queen,Stayed 1 night in April 2019,8.0,Excellent,Very good,Very friendly and helpful reception staff,"May 13, 2019"
32,160,Nieke,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in April 2019,8.8,Excellent,Great Traditional Food,It was my first experience to had a breakfast in the hotel with traditional food from it local area. Friendly staff and strategic location in the heart of the city,"April 15, 2019"
33,161,SAHARIMAN,Malaysia,Business traveler,Superior Room Queen,Stayed 1 night in February 2019,8.8,Excellent,ok,ok,"February 24, 2019"
33,162,SAHARIMAN,Malaysia,Business traveler,Superior Room Queen,Stayed 1 night in February 2019,8.0,Excellent,ok,ok,"February 24, 2019"
33,163,Yerobim,Indonesia,Group,Superior Room Twin,Stayed 1 night in January 2019,10.0,Exceptional,happy to stay here,"food and staf very good, love to stay here","February 22, 2019"
33,164,fenty,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in June 2018,8.0,Excellent,GOOD PLACE,only stay 1 night and ok for location . easy to reach .,"February 19, 2019"
33,165,Liberty,Indonesia,Business traveler,Deluxe Room Queen,Stayed 3 nights in February 2019,10.0,Exceptional,Ok,Ok,"February 07, 2019"
34,166,kamel,Singapore,Couple,Superior Room Queen,Stayed 1 night in January 2019,6.8,Good,Need more attention on room cleanliness,Lots of black spot that needs more housekeeping cleaning for a reputable brand like santika.,"January 10, 2019"
34,167,Sujana,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in January 2019,8.8,Excellent,Recommended hotel,Nice hotel..friendly staffs..located at near by restaurant..excellence hotel..thank you Agoda for the best price,"January 07, 2019"
34,168,Amirsyal,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in September 2018,8.8,Excellent,95,Excellent,"September 15, 2018"
34,169,Timothy,Sri Lanka,Business traveler,Superior Room Twin,Stayed 1 night in September 2018,9.6,Exceptional,Can really recommend,Fantastic breakfast,"September 14, 2018"
34,170,rusli,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in September 2018,9.2,Exceptional,Good,Good,"September 10, 2018"
35,171,Susanto,Indonesia,Business traveler,Superior Room Twin,Stayed 6 nights in February 2018,10.0,Exceptional,Great Location,traditional food near the hotel! great to stay,"July 29, 2018"
35,172,Hitesh,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in June 2018,6.0,,Above average,maintenance needs to improve a lot.,"June 15, 2018"
35,173,Prami,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in March 2018,10.0,Exceptional,Great place nice food,"HS have a very kind staff, helpfull and nice hotel, my kids love to stay at HS, thank you","March 26, 2018"
35,174,Peter,Indonesia,Couple,Superior Room Twin,Stayed 1 night in February 2018,6.4,Good,Noisy place,Of you are sensitive to noice then it's not a place to stay. Annoying lift's bell is absolutely of no value at all! The staff is however friendly 👍,"February 20, 2018"
35,175,Abdul,Indonesia,Family with young children,Deluxe Room Twin,Stayed 2 nights in December 2017,7.2,Very good,Good hotel in city center,The hotel is located in the heart of the city. Just only take a walk to the nearest city mall.,"February 18, 2018"
36,176,MD,Malaysia,Couple,Superior Room Queen,Stayed 2 nights in January 2018,8.0,Excellent,Good location. Value for money,Good location easy to find. Surrounded by food stall. Breakfast was very good with various kind of food. Large bed big room. Toilet is clean. Will come back to this hotel,"February 05, 2018"
36,177,Zalina,Singapore,Family with teens,Superior Room Queen,Stayed 1 night in November 2017,7.2,Very good,Very good,"Hotel Santika is okay tho old. Breakfast okay too. I called to ask about having left my ipod there and they took a long time to reply. I thought the hotel should contact us should we leave anything behind but they didn't. anyway, i finally got back my ipod after some calls.","November 30, 2017"
36,178,Zalina,Singapore,Couple,Superior Room Queen,Stayed 1 night in November 2017,7.2,Very good,Very good,Hotel Santika is a little dated but okay. Breakfast was so-so... can be improved. the bed is quite ok too.,"November 30, 2017"
36,179,Sigit,Indonesia,Family with teens,Superior Room Twin,Stayed 2 nights in September 2017,9.2,Exceptional,Exceptional,"The food was delicious and alot of various i love this hotel ,","September 25, 2017"
36,180,Intan,Indonesia,Family with young children,Deluxe Room Queen,Stayed 3 nights in June 2017,10.0,Exceptional,Excellent,Overall is good !,"July 04, 2017"
37,181,Benis,Indonesia,Family with young children,Deluxe Room Queen,Stayed 2 nights in April 2017,8.0,Excellent,Good,"Very clean, and room is big and good for family vacation","May 05, 2017"
37,182,Hana,Indonesia,Family with young children,Deluxe Room Queen,Stayed 2 nights in December 2016,9.2,Exceptional,The best hotel in town,Approriate hotel to relax and have activities in town,"December 29, 2016"
37,183,gyanthi,Indonesia,Group,Superior Room Queen,Stayed 1 night in December 2016,10.0,Exceptional,"Looks this hotel is new, with a big sw pool at 2nd floor, surrounding by a shopping centre","Very easy to find a traditional food stahl around the area, dont miss the breakfast, all you can eat and really yumms..all the staffs are helpfull but the lobby is really too narrow, since when i was there so many parties at the 2 nd floor and all the guests Q from the lobby area till venue area which is at the next floor,but in general this is a good hotel to visit compair to others at tasikmalaya","December 23, 2016"
37,184,Hana,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in June 2016,9.2,Exceptional,The most comfortable hotel in town,"This hotel still has some advantages than others, i.e. value for money, location and it's facilities (especially swimming pool)","December 15, 2016"
37,185,Rizky,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in July 2016,8.8,Excellent,Nice & Comfy,"Good hospitality, nice view, staff also helpful, but I would like to suggest the bathroom's light should be added more, little bit dark for me. Otherwise, every facilities is fine. Very recommended for stay in Tasikmalaya.","July 26, 2016"
38,186,antonius,Indonesia,Family with young children,,Stayed 2 nights in August 2015,7.2,Very good,nice hotel,quite good standard hotel to stay in tasik,"July 20, 2016"
38,187,Ely,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in July 2016,7.6,Very good,Good,Great breakfast's menu.,"July 13, 2016"
38,188,Gini,Indonesia,Family with young children,,Stayed 3 nights in July 2016,9.6,Exceptional,Excellent,"We stayed at the hotel for 3 nights from July 5 to 8. Although we came in early and without notification, the front office staff still helpfully process our reservation and we immediately have our room. We asked for additional item for our stayed and all the preparation is done in an instance. The room and the bathroom is very clean, the pool was also clean, everything is so excellent. All the staff from security to cleaning service were all very helpful and hospitable. For breakfast, the variety of food is good, however the taste needs to be improve, and on the last day, I tasted the orange juice is no longer fresh and they cover it with soda. Everything else is excellent and definitely will return to this hotel if I visit Tasikmalaya, and I highly recommend the hotel.","July 11, 2016"
38,189,Boniaty,Australia,Family with young children,Superior Room Queen,Stayed 1 night in July 2016,8.8,Excellent,Idul fitri in Tasik,The best accommodation in Tasikmalaya,"July 06, 2016"
38,190,Ferry,Indonesia,Business traveler,,Stayed 2 nights in March 2016,7.7,Very good,Cozy,Good,"March 29, 2016"
39,191,Billy,Malaysia,Couple,,Stayed 1 night in March 2016,8.8,Excellent,"Clean, spacious, comfortable bed","Food ok, nice hotel and maintain looks new. But no hair dryer.","March 29, 2016"
39,193,Dotty,Indonesia,Group,,Stayed 1 night in March 2016,10.0,Exceptional,"Clean hotel,Staff friendly , Breakfast nice","Me & my friend happy staff very friendly , Great breakfast , Comfort room , clean bathroom but if You not smoking you must booking no smoking room , because I got smoking room before but I can change No smoking room . I ll back to this hotel when I come to Tasikmalaya city.","March 09, 2016"
39,194,NOR,Malaysia,Couple,,Stayed 2 nights in February 2016,9.2,Exceptional,Excellent,Very friendly staff.,"February 11, 2016"
39,195,Ariyo,Indonesia,Family with young children,,Stayed 1 night in December 2015,8.0,Excellent,Quality sleep,It was only one night stay but it was a nice stay. Nice bedroom to revive your energy. Nice view of galunggung mountain. Near food stalls and mesjid agung.,"January 24, 2016"
40,196,Dr,Malaysia,Business traveler,,Stayed 2 nights in January 2016,9.0,Exceptional,Big comfortable room,"Room is not a big problem. Only wifi connection in my room was not working the 2nd day of stay. Else, my stay was superb","January 21, 2016"
40,197,Imelda,Indonesia,Couple,,Stayed 1 night in January 2016,9.0,Exceptional,Great stay at Santika!,"We enjoyed our stay in Hotel Santika Tasikmalaya. Modern look hotel in a small city in west Java. The service is great, the room is clean & cozy, the breakfast is great. Keep up the good work!","January 12, 2016"
40,198,Hana,Indonesia,Family with young children,,Stayed 1 night in January 2016,8.0,Excellent,Nice Hotel,"Almost twice a year I stay in this hotel, and still satisfied with the service. But the management should be aware with maintenance due to the aging of the building.","January 07, 2016"
40,200,sofia,Indonesia,Family with young children,,Stayed 1 night in December 2015,6.7,Good,Over all meet our expectation as 3 star hotel in s,"I have problem with air temperature which is to hot, after we compliant the engineer change the room temperature. Information about local entertainment & shopping area should be upgrade,.no one could give me the clear direction on where i can get Tasikmalaya batik","December 21, 2015"
41,201,Ismi,Indonesia,Group,,Stayed 2 nights in December 2015,6.0,,Unconvinient incident,"First you stepped at this hotel, your first impression must be what a lovely hotel with friendly staffs who greet the moment you set your foot at the lobby. But I had an unconvinient experience early this December when I stayed there with my family. We requested 2 rooms and an extra bed for each room. My husband called the hotel from Jakarta and kindly asked the staff to install the extra bed for each room right away (the hotel staff mentioned our room numbers already). On the way to the hotel, my husband called again to make sure that the rooms were still available along and also remind the staff to install the extra beds due to our very late check in. The hotel staff answered that they will do it. But approximately, 4 hours later in our exhaustion from the traffic journey from Jakarta, we reached the hotel, and we were kept waiting for more than a half an hour because they hadn't install the extra bed. We were very dissapointed of this incident. We hope that other travellers won't experience the same thing, and we hope that Santika hotel can improve the service quality since we heard that it is the best rated hotel in Tasikmalaya.","December 10, 2015"
41,203,christianto,Indonesia,Business traveler,,Stayed 2 nights in April 2015,7.0,Very good,good place to stay in tasik,good,"November 20, 2015"
41,204,Lusiana,Indonesia,Business traveler,,Stayed 2 nights in December 2014,6.0,,good hotel,everything is clean,"October 28, 2015"
41,205,rini,Indonesia,Group,,Stayed 1 night in September 2015,9.0,Exceptional,This is my first time stays in santika tasikmalaya,This is my first time stays in santika tasikmalaya. The location is very strategic near mall and restaurant. Asep stoberry resto tasik is just 5 min walk. the breakfast also good. the hospitality also very good. overall this is the best hotel in tasik so far. However they should improve the wifi conection speed also the cleanlinness.,"September 28, 2015"
42,206,Rudy,Indonesia,Family with teens,,Stayed 1 night in September 2015,9.7,Exceptional,Excellent hotel for both leisure and business,"Located in cozy downtown area and within walking distance to various food outlets. Overall hotel was clean and tidy, well-groomed and very friendly hotel staff, quick and prompt check in process, comfortable rooms neatly made-up, room and bathroom amenities fullfil costumer's need, a nice clean and very clear water swimming pool complement our stay, and they also served delicious breakfast with various Asian & continental menu from 6 am onwards. I would not hesitate to recommend this hotel for family leisure or business.","September 23, 2015"
42,207,Yudi,Indonesia,Family with young children,,Stayed 2 nights in September 2015,8.3,Excellent,Best hotel in Tasik,Good,"September 18, 2015"
42,208,Hana,Indonesia,Family with young children,,Stayed 1 night in August 2015,9.0,Exceptional,nice hotel with good location,"nice hotel with good location, near with center of town and convenient enviromental","August 12, 2015"
42,209,Vicky,Indonesia,Family with young children,,Stayed 1 night in August 2015,7.0,Very good,"Nice pool but no warm water, nice location and foo","Room with smoking bad for family , i given that room and couldnt change it due to from agoda did not mention room without smoking.","August 06, 2015"
42,210,Dhita,Indonesia,Family with young children,,Stayed 1 night in July 2015,8.0,Excellent,Nice and comfort Hotel,"Very nice hotel, good food and staff performance","July 28, 2015"
43,211,FRANKIE,Indonesia,Family with young children,,Stayed 1 night in July 2015,8.3,Excellent,The best hotel in town,"My kids really loves to stay in this hotel because it has a big enough pool for them to,play and swim.....","July 24, 2015"
43,212,SUWANDI,Indonesia,Family with young children,,Stayed 1 night in December 2014,6.3,Good,value for money hotel,"the room is good. not many luxury but considering the price, it makes sense as a 3 star hotel breakfast was ok. good parking though","June 25, 2015"
43,213,Hana,Indonesia,Family with young children,,Stayed 1 night in March 2015,8.3,Excellent,Nice location hotel,"I always enjoy my stay at this hotel, especially the location is easy to reach.","June 01, 2015"
44,216,GRACE,Indonesia,Business traveler,,Stayed 1 night in April 2015,9.3,Exceptional,CLEAN AND GOOD LOCATION,It was nice to stay at this hotel. I think this is the best hotel in tasikmalaya. nice breakfast at morning. Great,"May 12, 2015"
44,218,MD,Malaysia,Couple,,Stayed 3 nights in September 2014,7.7,Very good,Value for money.,Room was clean. Large room. Large bed. clean toilet. breakfast was good.,"May 09, 2015"
44,219,Rosmizah,Singapore,Business traveler,,Stayed 2 nights in February 2015,8.0,Excellent,Fantastic,"I think this hotel is more to 4star than a 3star hotel. Good service, attentive staff, great food, perfect location and superb cleanliness","May 04, 2015"
45,222,Hana,Indonesia,Family with young children,,Stayed 1 night in March 2015,7.0,Very good,approriate hotel in the town,still to improve the room readiness when check-in but overall is a nice hotel,"April 03, 2015"
45,224,Endang,Indonesia,Couple,,Stayed 1 night in March 2015,7.7,Very good,Nice Place to Stay,"It was nice to stay at this hotel, near to public places, easy to reach and good performances of the staff","March 19, 2015"
45,225,cristina,Romania,Family with young children,,Stayed 1 night in March 2015,5.0,,First and last time ! Smelly and very very noisy,"Even though we requested 2 baby cots before we arrived, they could provide none, because "" they only had one, that was broken "" .. The pillows and pillow cases had a horrible stale smell and they looked old and dirty . The breakfast selection was quite limited and not very tasty at all. The rooms were very noisy, with thin walls between rooms and very poor soundproofing doors .The location is ok, easy to reach , coming from outside the town, but ,considering Tasik is not a very big place, that is not something difficult to achieve. They pride themselves in their ""8,2-Fantastic "" review by displaying it on their reception desk...they MUST be kidding !","March 17, 2015"
46,226,Harald,Netherlands,Family with teens,,Stayed 1 night in February 2015,9.7,Exceptional,good hotel.,Good.,"February 28, 2015"
46,228,Yulianti,Indonesia,Couple,,Stayed 2 nights in February 2015,8.7,Excellent,Great location and nice room,Satisfied and will stay at Santika again,"February 12, 2015"
46,229,Burhan,Singapore,Solo traveler,,Stayed 3 nights in January 2015,9.0,Exceptional,Great!,"First time staying in this hotel. Love the foods offered for room service. Great pricing, big portions. Room was clean and big!. Would definitely stay with this hotel again soon.","February 02, 2015"
46,230,John,Indonesia,Group,,Stayed 1 night in January 2015,8.3,Excellent,Excellent for Tasikmalaya,Everything is very good. The room was spacious although it looks a bit gloomy. The swimming pool in particular is quite nice.,"January 10, 2015"
47,231,AGUSTINUS,Indonesia,Family with young children,,Stayed 2 nights in December 2014,7.7,Very good,The only hotel in Tasik with branded name,"It was a pleasant stay actually. Only that the bed size is quite small, and it seems the receptionist didnt know the size of bed so they informed incorrect one. So, I have to order an extra bed to encounter the misinformation. They gave me a room heading to the swimming pool, so my kids could see the Old New Program from the room. All the staff is very nice and warm, and a variety of food provided in the breakfast time. There are a lot of restaurant around this hotel, so no worry about food.","January 06, 2015"
47,232,Gideon,Indonesia,Family with young children,,Stayed 1 night in January 2015,7.3,Very good,nice stay,It quite nice to stay in Santika Hotel at Tasikmalaya. The room is clean and comfort. Foods are good and delicious. Staffs are helpful. Swimming Pool near the ballrom make it crowd by outside guests and the smokes flew around. Request for extrabed was not fulfilled (reason : no more extrabed) ???,"January 05, 2015"
47,234,Antonius,Indonesia,Couple,,Stayed 1 night in December 2014,6.0,,too noisy,"i can hear other guest talking in next room, adn children shouting on coridor","January 04, 2015"
47,235,ARIEF,Indonesia,Business traveler,,Stayed 1 night in August 2014,7.7,Very good,Great location,Value for money,"January 04, 2015"
48,237,selly,Indonesia,Family with teens,,Stayed 2 nights in December 2014,7.7,Very good,The rooms are execellent. staffs r not experienced,"The rooms are clean and nice and big. The family rooms are beyond our expectation. The deluxe are also big and convenience. The only issue for us is front desk staff/reception. Are not experienced. How they manage guess more than one check in and out, 3 staffs there are not organized. You may anticipate waiting too long during check in and out. Hopefully they quickly learn going forward","December 28, 2014"
48,238,Bartasan,Indonesia,Couple,,Stayed 1 night in October 2014,8.7,Excellent,Best Hotel in Tasik Malaya,The location was great. Staff were all friendly and very helpful. Keep it up!,"December 20, 2014"
48,239,novy,Indonesia,Business traveler,,Stayed 1 night in December 2014,8.0,Excellent,cleans,Hotel service was quite impressed. Very helpfull Easy access for taxi and. Overall is value to stay.,"December 13, 2014"
48,240,Muhammad,Indonesia,Couple,,Stayed 1 night in October 2014,7.0,Very good,Nice hotel in Tasik Malaya,"Stayed one night there and quite satisfied. The room is clean, spacious, and comfortable. It is located near the city centre and very easy to find small restaurants and shops nearby.","December 09, 2014"
49,241,Andrey,Indonesia,Family with young children,,Stayed 1 night in November 2014,7.0,Very good,Family hotel in a small town,"The hotel is quite new. Nice hotel with spacious room and outdoor pool, so good for bringing children. The minus thing about the hotel was very limited choice of breakfast.","November 24, 2014"
49,242,M,Indonesia,Family with young children,,Stayed 3 nights in October 2014,10.0,Exceptional,"Hotel is clean, food are taste good & recommended",Great and would like to stay again in this hotel.,"November 06, 2014"
49,243,siti,Indonesia,Business traveler,,Stayed 1 night in August 2014,6.7,Good,new hotel with a modern touch,One of the view modern hotel within the area. they have room service until late night. its good to know when you're arriving late to the hotel. big selection of breakfast. TV got plenty of international channel (Cable),"October 30, 2014"
49,244,Andrea,Indonesia,Business traveler,,Stayed 1 night in October 2014,8.3,Excellent,The Best Breakfast,"Every Trip To Tasikmalaya, i always stay in Here. because Santika Group Give The Best Service.","October 22, 2014"
49,245,Elvi,Indonesia,Group,,Stayed 1 night in October 2014,7.0,Very good,substandard compared to other Santika,"Check in was fast, breakfast was great, bed sheet was stained, some mosquitoes inside room, pool area smelled bad, location is easy to find, near banks and restaurants","October 20, 2014"
50,246,Hana,Indonesia,Family with young children,,Stayed 1 night in January 2014,8.3,Excellent,good location hotel,good location hotel in town,"October 08, 2014"
50,247,Hana,Indonesia,Family with young children,,Stayed 1 night in August 2014,8.7,Excellent,nice hotel in the city,good hotel,"October 08, 2014"
50,248,Donny,Indonesia,Couple,,Stayed 1 night in September 2014,7.3,Very good,Have to declare before you book your room,"1. When ask double bed, cannot get because of booking are not specify 2. Welcome drink using specific water that have cause problem on health 3. Wait for preparation room while check in by 3 Pm compare to check out no longer than 12Am. 4. Only 2 floor for non smoking room while all places sign with No smoking 5. Good response when report danger smell on the lift 6. Statement not to smoke at the floor r added if some one push the smoke from other floor to be balanced 7. Air-conditioning cannot be set always full cool event shut down. 8. overall good including food for breakfast. 9. in city call has to pay Thank you","October 01, 2014"
50,249,alice,Canada,Solo traveler,,Stayed 30 nights in August 2014,5.7,,Will not stay again in this hotel again,"Hotel staff are polite but they do not speak good English and have difficulty communicating with the staff. There were cockroaches found in the room more than one time which I feel that is unacceptable. Buffet breakfast is not bad but their lunch and dinner are not good and the choices are very limited. I actually had stomach flu after eating in the hotel 3 days I'm a row. The hotel charges base on the local living cost is actually very high and therefore I expect better service, cleanliness than what is currently available.","September 26, 2014"
50,250,Johan,Indonesia,Business traveler,,Stayed 1 night in September 2014,7.0,Very good,comfort,"Our room was just like a common standard hotel room with all the amenities we need. A/C, lighting, hot water, tv, wifi, everything worked well.","September 20, 2014"
51,251,FERANI,Indonesia,Group,,Stayed 2 nights in November 2013,10.0,Exceptional,A very recommended hotel,"Best hotel i've ever experience in Tasikmalaya, the room was big,the hotel staff were friendly, they have a great breakfast buffet, it was so complete, bakery and cakes, indonesian, chinese, western food , can't wait to stay in this hotel again","September 04, 2014"
51,252,Mohd,Malaysia,Solo traveler,,Stayed 2 nights in August 2014,9.7,Exceptional,The Best of Tasikmalaya,The hotel sorrounding was very clean. From the road to the room. It really amaze me. The staff keep gretting me everytime I pass by. The hospitality just extraordinary.,"September 01, 2014"
51,253,Dona,Israel,Family with teens,,Stayed 1 night in August 2014,7.3,Very good,Nice hotel with affordable price,"We were enjoyed our stay. Nice pool, nice breakfast, clean room. The thing that we didn't like was the wi fi connection was not good enough.","August 25, 2014"
51,254,siti,Indonesia,Business traveler,,Stayed 1 night in March 2014,7.7,Very good,good modern hotel,"It was an enjoyable time to stay in this hotel. It has modern room design, free wi-fi across hotel room & all hotel facilities. They have driver room available for your driver to have shower and sleep in a bed. The buffett breakfast is worth to have as it has a wide variety of selection. Room service menu available until night time. which is essential, since its hard to find food around the area after 8 pm.","August 08, 2014"
52,256,cung,Indonesia,Family with young children,,Stayed 1 night in July 2014,9.0,Exceptional,this hotel is very new and it was nice and clean,it was great and nice to stay in this hotel. the location is very strategic as it is located in the city center and nearby to the mall.,"July 17, 2014"
52,257,immanta,Indonesia,Business traveler,,Stayed 1 night in May 2014,8.0,Excellent,Good Hotel with valuable price,"I was enjoyed stay at this Hotel, I was stayed for many time and always satisfied","July 13, 2014"
52,258,Cicy,Indonesia,Family with young children,,Stayed 2 nights in June 2014,8.7,Excellent,It was nice to stay there. Keep up the good work,"It was great to stay there, very satisfied and we'll be back someday..","June 23, 2014"
52,260,Steve,Australia,Couple,,Stayed 2 nights in June 2014,8.7,Excellent,Enjoyable stay but language was a difficulty with,Enjoyed our short stay,"June 16, 2014"
53,263,Yulius,Indonesia,Family with young children,,Stayed 1 night in May 2014,8.3,Excellent,One of the best in Tasikmalaya,"We stayed only for one night. We were on our way to Pangandaran and with one daughter under 1 year we couldn't have too much time on the road. Staff are nice and friendly, on arrival there was no fridge, we need to ask for it and it was installed few hours later but it was a bit smelly (maybe used before in the kitchen or something.) and not cool at all, but at least they tried. Breakfast was OKAY but not too special.","May 27, 2014"
53,264,monica,Indonesia,Business traveler,,Stayed 1 night in April 2014,7.0,Very good,Good,"It was good, nice food, nice place, good people, amazing","May 06, 2014"
53,265,Oystein,Norway,Solo traveler,,Stayed 1 night in May 2014,7.3,Very good,Good hotel in Tasikmalaya,"Fast check in. Clean room with adequate amenities and a good view of the city. Basic breakfast buffet, but not up to International standards (no pork bacon). Slow internet. Would recommend the hotel, because there is not any other better alternatives in Tasikmalaya.","May 04, 2014"
54,266,arif,Indonesia,Solo traveler,,Stayed 2 nights in April 2014,7.7,Very good,Warm and Nice Hotel in a small city,"Stay for 2 nights at Santika Tasikmalaya was amazing. The room was tidy and has a good view. Swimming pool is my kids favorite place, it was clean and kids friendly. The location of the hotel is very strategic, in the center of the town, near by Masjid Agung, Mayasari Mal and also surrounded by some nice restourant.","May 02, 2014"
54,267,Herman,Indonesia,Business traveler,,Stayed 4 nights in April 2014,7.7,Very good,Very interesting,will surely comeback again if ever go to tasik again,"April 30, 2014"
54,268,YI,China,Family with teens,,Stayed 1 night in April 2014,9.0,Exceptional,good,the breakfast can be better,"April 13, 2014"
54,270,fida,Malaysia,Business traveler,,Stayed 1 night in March 2014,10.0,Exceptional,Hospitality at its best,"I felt really welcomed right from the doorstep. Check in was quite fast despite a crowd. Room was spacious, very clean and a lovely personal welcome letter and cookies. Breakfast spread was splendid many local and international choice.","April 03, 2014"
55,271,Randy,Malaysia,Solo traveler,,Stayed 2 nights in January 2014,9.7,Exceptional,Excellent service and very clean.,Excellent hotel. Clean and friendly. Great breakfast with lots of varieties. Easy to get transport.,"March 30, 2014"
55,272,Dedy,Indonesia,Business traveler,,Stayed 2 nights in February 2014,8.7,Excellent,Nice Hotel in City Centre,"This hotel is located in the city center and still brand new. Probably it is the best hotel in Tasikmalaya currently. The best thing of Santika hotel is their food. In every Santika hotel, must have specialty local food. That's the unique of this hotel.","February 11, 2014"
55,273,Eko,Indonesia,Family with young children,,Stayed 2 nights in October 2013,6.3,Good,Nice hotel,Nice and clean hotel also location in centrally city. Easy to looking some food street and free parking...,"February 07, 2014"
55,275,MD,Malaysia,Couple,,Stayed 4 nights in November 2013,8.0,Excellent,Great hotel.Good breakfast verity food.,I like to stay at the hotel will bring my friends for next trip.Excellent breakfast with lot of verity foods.Room was big and clean with large bathroom.This hotel is for relax and comfortable and large bed.,"January 21, 2014"
56,276,Susi,Indonesia,Family with teens,,Stayed 1 night in January 2014,8.3,Excellent,best services,"Tasikmalaya is my hometown, having Santika hotel in there is the big changes I ever seen.","January 14, 2014"
56,277,Ardita,Indonesia,Couple,,Stayed 1 night in January 2014,8.7,Excellent,A town hotel that stands out!,"We arrived at 00:30 after driving across province (state) for seven straight hours. The reception received us and had us checked in fast. The bed was very comfortable, the room was surprisingly spacious and the shower had very good pressure with hot water. The breakfast had very good spread of local delicacies, which is standard feature of Santika chain hotel in Indonesia. The staff were attentive. They walked us through the crowded restaurant and found a table for us.","January 14, 2014"
56,278,subhan,Indonesia,Couple,,Stayed 1 night in January 2014,8.0,Excellent,Nice Hotel and Cozy place for relaxing,"When we are arrived late night at the lobby, check in is very fast and guidance to our room is very clear, letter from GM Hotel and snack is welcome us inside the room. Early in the morning we found that the pool is very exciting, after look around the pool we have breakfast and found the menu is very delicious especially traditional menu. Another best service is my scramble egg has serviced just in time and very delicious.","January 13, 2014"
56,279,Susi,Indonesia,Family with young children,,Stayed 1 night in January 2014,9.7,Exceptional,leanliness,"tasikmalaya is my hometown and my firt time I got a job. When I was ther for holiday, there was a great growth, especially the Santika Hotel. There were no big hotel before, but now I found more than 3 big hotel. It was so hilarious","January 10, 2014"
56,280,Muhamad,Malaysia,Business traveler,,Stayed 2 nights in October 2013,10.0,Exceptional,"Great breakfast, friendly staff, nice room","Great breakfast, friendly staff, nice and clean room","January 01, 2014"
57,281,rido,Indonesia,Family with young children,,Stayed 1 night in December 2013,9.3,Exceptional,nice,not bad. At all this hotwl is for traveler using cars and also only for rest,"December 28, 2013"
57,282,Muhamad,Malaysia,Business traveler,,Stayed 2 nights in December 2013,9.7,Exceptional,Nice stay,very good experience. definitely will come again. been staying here any times and recommend to others.,"December 26, 2013"
57,284,Rheni,Indonesia,Family with young children,,Stayed 3 nights in July 2013,7.3,Very good,one of the few clean & modern hotel in the area,"Our stay was okay, the hotel was clean and spacious. Good food but the room service takes forever (1+ hour).","December 03, 2013"
57,285,Chiam,Singapore,Couple,,Stayed 5 nights in October 2013,7.7,Very good,Good location and friendly staffs!,The breakfast was excellent but the room was flooded when heavy rain ! Water leaking beside the widow for the pass 3 night! It a bit disappointed !,"November 06, 2013"
58,287,Hana,Indonesia,Family with young children,,Stayed 1 night in September 2013,7.3,Very good,comfortable stay in the city,the hotel with strategic location and comfortable room in the city,"October 19, 2013"
58,288,Iwan,Indonesia,Couple,,Stayed 1 night in September 2013,8.3,Excellent,A nice hotel in a small city with friendly staff.,Very pleasant and surely will come back on my next visit to Tasikmalaya.,"October 01, 2013"
58,289,Tommy,Indonesia,Family with teens,,Stayed 1 night in September 2013,8.3,Excellent,the best spot in city centre,"Hotel is quite new. Staffs was friendly and warmth. They served a thrilling traditional welcome drinks, made from varieties herbs tea.you could observe the city landscape from its rooftop and at that time its the highest building","September 18, 2013"
58,290,novy,Indonesia,Business traveler,,Stayed 2 nights in August 2013,6.7,Good,good design,"Certainty the best hotel in Tasik . Great for family with kids . They have nice swimming pool . My room was pretty standard, but I find it nice with a very cosy bed. The view to the city with mountains in the background was not bad at all. I also liked it convenient location where you can walk to the nearby shopping areas","September 07, 2013"
59,291,Yudi,Indonesia,Family with young children,,Stayed 1 night in August 2013,7.7,Very good,Nice hotel with great hospitality from the employe,"great stay at HS Tasikmalaya, with great speed internet connection and hospitality from theemployee","August 27, 2013"
59,292,Rozaria,Indonesia,Family with young children,,Stayed 1 night in August 2013,7.0,Very good,Comfort and friendly staff,"I stay to visit my dad, and it located near to where im going","August 26, 2013"
59,293,Danang,Indonesia,Family with young children,,Stayed 1 night in August 2013,9.7,Exceptional,Nice city with many culinary option,"Cleanliness is the almost in every part of hotel area. It a good place to take a rest after several hours driving from my hometown. I found many culinary food in the city and also in the hotel restaurant. I would like to recommend travelers, specially ones who travel with their young children to stay here.","August 22, 2013"
