page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
76,376,yosehp,South Korea,Business traveler,Superior Room Queen,Stayed 1 night in October 2017,8.0,Excellent,깔끔한 호텔,전체적으로 깔끔하고 좋은호텔,"January 14, 2018"
76,377,SUYUN,South Korea,Family with young children,,Stayed 1 night in January 2014,7.7,Very good,타식말라야 중심가의 호텔,새 호텔입니다. 호텔 체인이라 그런지 관리도 그런대로 되는 거 같고요. 다만 마감재 같은 건 좀 질이 떨어져서 시간이 지나면 별로일 거 같은 생각이 드네요. 직원들은 친절하지만 영어가 원활하진 않아요. 낮은 등급은 방에 냉장고가 없어요. 조식은 꽤 괜찮은 편이었어요. 중심가에 위치하고 있어서 몰 등에 가기도 편해요. 저희는 가룻 호텔들이 전부 다 풀 부킹이라 아고다에 추천 호텔로 이 호텔이 뜨길래 35km 떨어져 있고 해서 가까운 줄 알고 이 호텔을 예약했는데 가룻에서 가는데 3시간 정도 걸렸어요. 가룻 가실 때는 절대 여기 예약하시면 안 됩니다. 여행 일정이 완전 엉망이 됐어요. 올 때는 구글 지도에 1시간 10분 정도 걸리는 다른 길이 있길래 그 길로 갔더니 포장도 안 된 산길을 가다가 결국 벼랑으로 이어집니다. 구글 지도 믿으시면 안 됩니다. 타식말라야에 간다면 저렴한 가격으로 묵을 수 있는 호텔이예요.,"February 21, 2014"
76,378,jungsook,South Korea,Solo traveler,,Stayed 1 night in July 2013,8.0,Excellent,깨끗하고 깔끔한 호텔입니다. 아침식사도 맛이 좋았습니다.,숙박시설은 매우 만족합니다. 침실도 편안했구요. 욕실도 깨끗하였습니다. 수영장도 크지는 않았지만 운치가 있었어요. 공기가 맑아 수영장에서 바라본 밤하늘의 별이 무척 인상적이었습니다.,"August 04, 2013"
76,379,Devy,Indonesia,Couple,Superior Room Twin,Stayed 1 night in April 2025,10.0,Exceptional,Nyaman dan pelayanan terbaik,"Terimakasih HS... untuk pelayanan terbaik nya dan kamar yang nyaman,bersih dan harum.","April 12, 2025"
76,380,Kuntje,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in February 2025,10.0,Exceptional,Nginep di Hotel Santika Tasik,Santika Hotel Tasikmalaya adalah salah satu hotel Favorit aaya lokasi nya strategis kemana mana deket services nya good sarapan nya full variatif dan enak Jadi kalau saya ke Tasik ya nginep di Santika Hotel so pasti,"February 26, 2025"
77,381,yulia,Indonesia,Business traveler,Superior Room Twin,Stayed 2 nights in February 2025,9.6,Exceptional,"Staf ramah, lokasi strategis","Lokasi strategis, banyak tempat makan hanya dengan jalan kaki Staf ramah","March 18, 2025"
77,382,Haerul,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in May 2024,10.0,Exceptional,Liburan,"Hotel Favorit Anak Anak, Keduakalinya dengan Beda Kamar Jelas Sama sama Bagus dan Nyaman Sekali","May 26, 2024"
77,383,Aliza,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in May 2024,9.2,Exceptional,Penginapan yg Bagus,"Hotelnya bagus, pelayanannya OK, ramah², sarapannya enak, banyak variasi makanan & minumannya, kolam renangnya bersih & nyaman, cuma peraturannya agak ketat, lewat dari waktu checkout dikunci kamarnya serta kurang keset utk kamar mandinya juga channel TV tdk lengkap.","May 29, 2024"
77,384,Sesty,Indonesia,Couple,Deluxe Room Queen,Stayed 1 night in June 2024,10.0,Exceptional,Sangat recomended,"Breakfastnya beragam dan enak,,udah ga usah diragukan lagi klw santika grup..excelence service","February 14, 2025"
77,385,R,Indonesia,Couple,Superior Room Queen,Stayed 1 night in July 2025,10.0,Exceptional,Exceptional,Luar biasa cocok untuk liburan. Arisan Wajib Di kocok Dekat ibu namanya Kartika Kalau nyari penginapan yang cocok Hanya ada hotel Santika 😁👌🙏,"July 13, 2025"
78,386,Herlina,Indonesia,Couple,Superior Room Queen,Stayed 1 night in July 2024,9.2,Exceptional,Sarapan bervariasi,Menu sarapan bnyk pilihan semua enak apalagi cilok goang sm soto lengko nya. Ada aneka jamu pula. Hanya bed nya knp bunyi” ya kl balik badan atau duduk hehe. Tidak ada sabun batangan dan sisir. Selebihnya oke. Sdh yg ke 2 x nginep disini.,"July 19, 2024"
78,387,Herlina,Indonesia,Couple,Superior Room Twin,Stayed 1 night in February 2024,9.2,Exceptional,Sarapan enak,Sarapan enak hanya saja dapat kamar yg smoking alasannya penuh . Tapi akhirnya dibersihkan. Tapi masih ada bau rokoknya sih. Sayangnya di kamar jg ga ada kulkas,"July 09, 2024"
78,388,Dede,Indonesia,Family with young children,Superior Room Queen,Stayed 2 nights in September 2024,8.4,Excellent,Excellent,Tolong di perhatikan untuk AC nya yang kurang dingin dan staf di restoran tolong di perhatikan menu nya (jangan terlalu lama untuk refil) + tambah varian makanannya.,"September 17, 2024"
78,389,Hendrianto,Indonesia,Business traveler,Superior Room Queen,Stayed 3 nights in May 2025,3.2,,Saya Beri Ulasan Berdasarkan Experience tapi malah saya di salahkan berdasarkan hanya omongan staff,"SOP House Keeping : 2x bel tidak ada jawaban dari dalam, kamar lgsg di buka dengan akses mereka! 2jam kemudian kejadian lg yg sama! Berdalih ada 3 orang di kamar, 1 orang keluar kamar minta dibersihkan berdasarkan informasi staff saja, tanpa mentecek CCTV dan menanyakan ke Tamu apakah itu benar! Saya review di google malah saya balik di tuduh menginap 3 orang! Kolam renang di buka untuk umum atau orang luar selain tamu, jadi dipastikan selalu ramai orang luar selain tamu berlatih les renang! Bukan private pool untuk tamu! Check in lama, jam 3 lewat masih belum bisa check-in padahal itu di weekday harusnya hotel bisa mempersiapkan kamar sebelum jam check in sesuai aturan yg kalian buat sendiri yaitu 14:00!","May 18, 2025"
78,390,yoshiko,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in March 2026,8.8,Excellent,Excellent,"Good location,","May 23, 2026"
79,391,Iman,Indonesia,Family with teens,Superior Room Queen,Stayed 1 night in May 2026,10.0,Exceptional,Nyaman di santika tasikmaya,Ngajak anak santri hilling sebentar biar fresh lg mondok nya,"May 21, 2026"
79,392,Wibisono,Indonesia,Couple,Superior Room Queen,Stayed 1 night in March 2026,9.6,Exceptional,Exceptional,Paling ok hotel di tasik,"March 26, 2026"
79,393,Dwi,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in January 2026,10.0,Exceptional,Exceptional,fasilitas oke . sarapan menu nya byk rasanya mantap,"January 07, 2026"
79,394,Rendra,Indonesia,Couple,Deluxe Room Twin,Stayed 1 night in January 2026,8.0,Excellent,Bagus&nyaman..,Bagus&nyaman,"January 04, 2026"
79,395,Riyam,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in September 2025,10.0,Exceptional,Ok,Ok,"December 27, 2025"
80,396,mirza,Indonesia,Couple,Deluxe Room Queen,Stayed 3 nights in May 2025,8.0,Excellent,Hotel Bagus,bagus dan bersih,"December 25, 2025"
80,397,Yanti,Indonesia,Couple,Superior Room Twin,Stayed 1 night in December 2025,10.0,Exceptional,Exceptional,mountain view dr kamar🤩,"December 21, 2025"
80,398,bob,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in December 2025,8.4,Excellent,Bahagia,Menyenangkan buat keluarga,"December 20, 2025"
80,399,garett,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in October 2025,10.0,Exceptional,Exceptional,So happy for staycation at santika hotel tasikmalaya,"November 21, 2025"
80,400,Mia,Indonesia,Couple,Superior Room Queen,Stayed 1 night in November 2025,10.0,Exceptional,Exceptional,bagus bersih view kolam sama gunung syawal ciamis mntp,"November 16, 2025"
81,401,dwi,Indonesia,Couple,Superior Room Twin,Stayed 1 night in November 2025,10.0,Exceptional,Nyaman,Untuk makanan perlu upgrade,"November 13, 2025"
81,402,imson,Indonesia,Couple,Superior Room Queen,Stayed 1 night in October 2025,8.0,Excellent,Business Trip With Fams,price meets quality,"October 12, 2025"
81,403,Reza,Indonesia,Family with teens,Superior Room Queen,Stayed 1 night in September 2025,10.0,Exceptional,Menyenangkan,Worth it Hotel di Tasikmalaya,"October 02, 2025"
81,404,Reza,Indonesia,Family with teens,Superior Room Queen,Stayed 1 night in September 2025,10.0,Exceptional,Menyenangkan,"Hotel cukup bagus, makanan enak, lokasi strategis. Harga worth it.","October 02, 2025"
81,405,Lasma,Indonesia,Couple,Superior Room Queen,Stayed 1 night in September 2025,9.6,Exceptional,Exceptional,Good,"September 23, 2025"
82,406,ervandary,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in September 2025,7.6,Very good,-,-,"September 23, 2025"
82,407,Isan,Indonesia,Couple,Superior Room Queen,Stayed 1 night in September 2025,10.0,Exceptional,Terbaik,Pertahankan,"September 22, 2025"
82,408,Dini,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in September 2025,8.0,Excellent,"Sll Happy, ..","Sll puas dgn pelayanan dan fasilitas Santika,..semoga semakin sukses","September 11, 2025"
82,409,Lily,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in August 2025,10.0,Exceptional,Good,Pelayanannya bagus .... Semuanya baik dan nyaman,"August 29, 2025"
82,410,Eko,Indonesia,Business traveler,Superior Room Twin,Stayed 2 nights in August 2025,10.0,Exceptional,Fasilitas,Fasilitas Ok,"August 18, 2025"
83,411,Antony,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in June 2025,8.4,Excellent,Sebanding dg bintang nya,Hotel yg masih ok,"June 29, 2025"
83,412,Benny,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in June 2025,10.0,Exceptional,Fasilitas oke. Kebersihan oke. Conplementary bagus,Rekomendasi banget utk resensi.,"June 27, 2025"
83,413,Nur,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in January 2025,10.0,Exceptional,Exceptional,Recomended pokoknya Dan biar bintang yg bicara,"June 04, 2025"
83,414,Nitha,Indonesia,Couple,Superior Room Twin,Stayed 3 nights in May 2025,10.0,Exceptional,Exceptional,Staff ramah-ramah,"May 17, 2025"
83,415,nabilah,Indonesia,Couple,Superior Room Queen,Stayed 1 night in May 2025,10.0,Exceptional,Staycation,Worthit bgd nginep disini Sarapan nya bnyk dan enak enak Kamarnya cozy,"May 16, 2025"
84,416,rika,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in May 2025,10.0,Exceptional,Exceptional,"Sangat bagus, kapan2 mau kesana lagi","May 12, 2025"
84,417,Hermawan,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in April 2025,10.0,Exceptional,Hotel tengah kota Tasik,"Menyenangkan, sarapan juga enak2","May 05, 2025"
84,418,Arie,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in April 2025,10.0,Exceptional,Enak nyaman,Mantap klo nginap di Hotel Santika via agoda,"April 18, 2025"
84,419,Devy,Indonesia,Couple,Superior Room Twin,Stayed 1 night in April 2025,10.0,Exceptional,Keren,Makasi HS.. untuk pelayanan terbaik nya dan kamar yang nyaman dan bersih..sukses selalu,"April 12, 2025"
84,420,Iwan,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in February 2025,10.0,Exceptional,Hotel yg nyaman,"Hotel nyaman, bersih, tempat strategis","February 06, 2025"
85,421,Indah,Indonesia,Family with young children,Deluxe Room Twin,Stayed 1 night in January 2025,8.0,Excellent,Very good,Makannnya enakk. Kamar mandi agak licin.,"February 01, 2025"
85,422,kahlil,Indonesia,Couple,Superior Room Queen,Stayed 1 night in December 2024,10.0,Exceptional,mantap,mantap,"January 29, 2025"
85,423,kahlil,Indonesia,Couple,Superior Room Queen,Stayed 1 night in December 2024,10.0,Exceptional,bagus,bagus,"January 29, 2025"
85,424,Imaniar,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in September 2024,10.0,Exceptional,Exceptional,Dapat kamar yang jendelanya 2npemandangan.. kerenn banget.. disekitar hotel julinernya enak²,"January 29, 2025"
85,425,Syifa,Indonesia,Couple,Superior Room Queen,Stayed 1 night in December 2024,10.0,Exceptional,Exceptional,"Sangat nyaman, pelayanan ramah sekaliiii","December 25, 2024"
86,426,Rinliani,Indonesia,Family with teens,Deluxe Room Queen,Stayed 1 night in December 2024,10.0,Exceptional,Rekomendasi,"Bagus, aman, nyaman, bersih strategis di tengah kota","December 24, 2024"
86,427,Egi,Indonesia,Couple,Superior Room Queen,Stayed 1 night in October 2024,10.0,Exceptional,Puas,Semua sempurna dan puas juga atas pelayanan & fasilitas juga.,"December 14, 2024"
86,428,Kiki,Indonesia,Family with young children,Superior Room Twin,Stayed 1 night in September 2024,8.0,Excellent,Mantap,"Staff ramah,makanan enak,lokasi ok ,harga sebanding","December 07, 2024"
86,429,adityana,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in April 2024,10.0,Exceptional,Pulkam nyaman di santika,Sangat nyaman,"November 07, 2024"
86,430,Aep,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in February 2024,10.0,Exceptional,Exceptional,The best,"November 01, 2024"
87,431,Rizky,Indonesia,Couple,Superior Room Queen,Stayed 1 night in October 2024,10.0,Exceptional,Exceptional,"Sangat nyaman, pelayanan baik","November 01, 2024"
87,432,ferry,Indonesia,Group,Deluxe Room Queen,Stayed 1 night in July 2024,8.4,Excellent,Excellent,Lumayan,"October 20, 2024"
87,433,Heriawanto,Indonesia,Couple,Superior Room Queen,Stayed 1 night in September 2024,10.0,Exceptional,Ramah rapih bersih,Hotel yg bagus harga bersaing fasilitas ok,"September 15, 2024"
87,434,Rosa,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in August 2024,10.0,Exceptional,Liburan dadakan,Nyaman untuk staycation keluarga,"August 25, 2024"
87,435,Hendra,Indonesia,Couple,Superior Room Twin,Stayed 1 night in July 2024,10.0,Exceptional,Exceptional,memuaskan,"July 18, 2024"
88,436,Danik,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in May 2024,10.0,Exceptional,Exceptional,Over all bagus,"July 04, 2024"
88,437,Hardi,Indonesia,Couple,Superior Room Twin,Stayed 1 night in January 2024,10.0,Exceptional,Exceptional,"Yakin puas sih nginep disini, fasilitas lengkap apalagi sarapannya kumplit banget dan enak enak","June 03, 2024"
88,438,Nita,Indonesia,Couple,Superior Room Queen,Stayed 1 night in December 2023,10.0,Exceptional,Hotel nyaman di Tasikmalaya,"tempat nyaman, staf ramah, hotel bersih","May 24, 2024"
88,439,Pevi,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in May 2024,10.0,Exceptional,Harga Affordable dengan fasilitas bagus,"Kualitas diatas harga yg diberikan, harga murah tapi kualitas sangat bagus, makanan beragam dan semuanya enak","May 15, 2024"
88,440,Henda,Indonesia,Couple,Superior Room Queen,Stayed 1 night in May 2024,10.0,Exceptional,Exceptional,Bintang 3 pelayanan lengkap rasa bintang 5,"May 15, 2024"
89,441,Nia,Indonesia,Family with teens,Superior Room Queen,Stayed 2 nights in June 2023,10.0,Exceptional,Exceptional,"Lokasi strategis,sarapan banyak variasinya,staff yg ramah,kamar bersih","May 11, 2024"
89,442,Pria,Indonesia,Couple,Superior Room Queen,Stayed 1 night in November 2023,8.0,Excellent,Very good,Lumayan nyaman dan menikmati,"April 16, 2024"
89,443,Suhundjo,Indonesia,Couple,Superior Room Twin,Stayed 1 night in April 2024,9.6,Exceptional,Hny transit di tasikmalaya tujuan ke bandung,"Saya transit di hotel santika tasik, banyak dibantu oleh kebaikan staf dan security hotel ini, sangat bersih dan sarapan yg bervariasi serta enak dirasa. Trmksh","April 16, 2024"
89,444,Wulan,Indonesia,Group,Superior Room Twin,Stayed 2 nights in December 2023,10.0,Exceptional,bagus,bagus,"April 16, 2024"
89,445,Jodi,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in March 2024,9.6,Exceptional,Menyenangkan,"Lokasi hotel strategis, Santika Tasikmalaya banyak melakukan perubahan, termasuk interior kamar, fasilitas layanan sudah melebihi status bintang 3, komunikasi staf dengan pengunjung sangat familier, teruskan peningkatan kualitas layanannya agar menjadi The best in Tasikmalaya","March 09, 2024"
90,446,Ikhsan,Indonesia,Group,Superior Room Queen,Stayed 1 night in March 2024,9.6,Exceptional,Exceptional,Staffnya ramah² dan cantik² terutama yg di resto 😅 Sarapannya banyak pilihan nya,"March 03, 2024"
90,447,Sudarman,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in December 2023,10.0,Exceptional,Holiday,Holiday mood meningkat,"March 01, 2024"
90,448,sumiardi,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in December 2023,8.8,Excellent,Lokasi strategis,"Kamar bersih, sarapan cukup enak dan sekitar hotel banyak kuliner","February 17, 2024"
90,449,dinda,Indonesia,Couple,Superior Room Queen,Stayed 1 night in January 2024,10.0,Exceptional,Exceptional,bagus,"February 06, 2024"
90,450,Tendi,Indonesia,Couple,Superior Room Queen,Stayed 1 night in November 2023,10.0,Exceptional,Recomended,Recomended,"February 03, 2024"
91,451,Muhammad,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in January 2024,10.0,Exceptional,DIATAS EKSPEKTASI,hotel bintang 3 dengan standart pelayanan bintang 4. Good joob santika tasikmalaya,"January 22, 2024"
91,452,Muhammad,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in January 2024,10.0,Exceptional,PELAYANAN TERBAIK DARI BINTANG 3,"PELAYANAN DAN MUTU YG JAUH DIATAS BINTANG 3, MANTAP SANTIKA TASIKMALAYA","January 22, 2024"
91,453,Tori,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in January 2024,10.0,Exceptional,Top dah,Bener2 mantap dan top dah. Sangat berkesan banget,"January 20, 2024"
91,454,Endah,Indonesia,Couple,Superior Room Queen,Stayed 2 nights in January 2024,10.0,Exceptional,Exceptional,"Hotel ditengah kota dengan fasilitas yang sangat baik, akses mudah kemana2.","January 05, 2024"
91,455,rony,Indonesia,Group,Superior Room Queen,Stayed 1 night in December 2023,8.0,Excellent,Masih yang terbaik,Salah satu di Tasikmalaya dan masih yang terbaik,"January 03, 2024"
92,456,Nureli,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in January 2024,10.0,Exceptional,Semua nya oke,Sangat recomended,"January 03, 2024"
92,457,Okta,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in December 2023,10.0,Exceptional,Exceptional,"Kamar luas&bersih,sarapan bervariasi,lokasi sangat strategis","January 02, 2024"
92,458,Hendra,Indonesia,Couple,Deluxe Room Queen,Stayed 1 night in November 2023,10.0,Exceptional,Puass banget,"Puass banget, bagus pelayananya, makannaya enak2 dan variasi banget. Rekomended kalau mau menginap di hotel syantika","January 02, 2024"
92,459,SUHERMAN,Indonesia,Solo traveler,Superior Room Queen,Stayed 1 night in July 2023,9.2,Exceptional,Kearifan lokal kulinery Santika,"Menu breaksfast nya banyak menyuguhkan makanan dgn kearifan lokal seperti tutut , ini megingatkan kembali saya ke masa-masa kecil dulu waktu hidup dikampung. Saya sudah biasa nginep dari hotel ke hotel dan kadang merasa bosan dgn menu-menu hotel yang mainstream, santika menu nya antimainstream... keren.","December 31, 2023"
92,460,Peri,Indonesia,Couple,Superior Room Twin,Stayed 1 night in December 2023,5.6,,Above average,Kurang berkesan,"December 26, 2023"
93,461,Diasitta,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in November 2023,9.6,Exceptional,Pilihan terbaik di Tasik,"Hotel dengan lokasi, fasilitas dan pelayanan terbaik di tasik","December 19, 2023"
93,462,Henry,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in December 2023,10.0,Exceptional,Liburan sekolah,"Hotel recomended , bersih dan nyaman di pusat kota.","December 19, 2023"
93,463,herie,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in September 2023,10.0,Exceptional,Strategis,Strategis dan nyaman untuk anak,"December 17, 2023"
93,464,King,Indonesia,Couple,Superior Room Queen,Stayed 1 night in December 2023,8.8,Excellent,Sedikit Kecewa,"Jujur ini hotel bintang 3 tpi tampilan seperti bintang 5. semua pelayannya ramah, kebersihannya patut di acungi jempol, bangunan terawat. tapi sayang hotel sebagus ini belum smart tv","December 08, 2023"
93,465,Nina,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in November 2023,9.2,Exceptional,Recomended Hotel,"Breakfast menu nya cukup banyak varians nya, enak"", ga nyangka lho ada masakan Tutut keong bumbu kuah kuning berasa bgt mudik ndesonya, Thanks for all service","November 18, 2023"
94,466,Rianita,Indonesia,Family with teens,Superior Room Twin,Stayed 2 nights in November 2023,10.0,Exceptional,"Lokasi strategis, lobby dan kamar cozy",Lokasi strategis dekat dgn masjid raya dan alun2. Lobby dan kamar lumayan cozy. Breakfast lengkap dan enak,"November 16, 2023"
94,467,Rianita,Indonesia,Family with teens,Superior Room Queen,Stayed 2 nights in November 2023,10.0,Exceptional,Lokasi strategis. Hotel cozy,Lokasi strategis. Lobby & kamar hotel lumayan cozy. Mobil bebas parkir. Breakfast lumayan lengkap dan tasty..,"November 11, 2023"
94,468,CEPI,Indonesia,Couple,Superior Room Queen,Stayed 3 nights in August 2023,10.0,Exceptional,Nyaman,Nyaman,"October 12, 2023"
94,469,danang,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in September 2023,10.0,Exceptional,Nyaman dan bersih,"Lokasi strategis, nyaman untuk pertemuan bisnis krn ada area yg cukup luas di depan resto","October 07, 2023"
94,470,Ibnu,Indonesia,Couple,Superior Room Queen,Stayed 1 night in September 2023,10.0,Exceptional,Exceptional,Mantap,"October 01, 2023"
95,471,Hardi,Indonesia,Couple,Superior Room Queen,Stayed 1 night in September 2023,10.0,Exceptional,Exceptional,"Kamar bersih tanpa kendala, makanannya enak-enak, kolamnya bersih Dapat birhday cake juga! Thankyou Hotel Santika","September 22, 2023"
95,472,hanny,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in September 2023,8.8,Excellent,Nyamaaaaan,"Salah satu hotel favorit di Tasik, nyaman, bersih, strategis dan tidak semahal di kota2 lainnya, cuma sayang ga ada spa","September 13, 2023"
95,473,Siti,Indonesia,Couple,Superior Room Queen,Stayed 1 night in July 2023,10.0,Exceptional,Santika hotel,"Hotelnya enak, bersih pegawainya ramah ramah is the best lah","September 07, 2023"
95,474,Masyhudi,Indonesia,Business traveler,Superior Room Queen,Stayed 1 night in June 2023,10.0,Exceptional,Hotel Pilihan,"hotel ditengah kota Cirebon, sangat strategis , aman dan nyaman cocok untuk istirahat baik perjalanan wisata maupun bisnis. Terima kasih.","June 12, 2023"
95,475,Astrid,Indonesia,Family with young children,Superior Room Queen,Stayed 2 nights in June 2023,10.0,Exceptional,Liburan keluarga,"Rekomen untuk nginap disini, letaknya ditengah kota, banyak jajanan makanan di sekitar hotel, staf hotel ramah, kamar hotel bersih wangi, fasilitas lumayan lengkap...👍","June 06, 2023"
96,476,Achmad,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in May 2023,10.0,Exceptional,Exceptional,"Nyaman, bersih, staff ramah dan helpful, breakfast enak, next time ke sini lagi","May 07, 2023"
96,477,Eun,Indonesia,Family with young children,Superior Room Queen,Stayed 3 nights in May 2023,9.6,Exceptional,Exceptional,"Bersih nyaman ramah , kalo ke Tasik pasti kesini lagi","May 05, 2023"
96,478,Yetti,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in January 2023,10.0,Exceptional,Salah satu hotel terbaik,Secara keseluruhan cukup baik,"March 22, 2023"
96,479,Dede,Indonesia,Business traveler,Superior Room Twin,Stayed 1 night in March 2023,9.6,Exceptional,Layanan bagus,Direferinsikan untuk urusan pekerjaan karena ada di jantung kota,"March 17, 2023"
96,480,Aldi,Indonesia,Business traveler,Deluxe Room Twin,Stayed 1 night in February 2023,10.0,Exceptional,Mantap,Terbaik pelayanan 24jam,"February 27, 2023"
97,481,Kuntje,Indonesia,Solo traveler,Superior Room Twin,Stayed 2 nights in October 2022,10.0,Exceptional,Ke Tasik ya ke Santika Hotel,All services memuaskan lokasi nya sangat strategis mau kuliner ok mau ke mesjid Agung deket ya sampai saat ini kalau ke Tasik yaa booking dulu Santika,"February 26, 2023"
97,482,Niamilah,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in December 2022,8.0,Excellent,Very good,"Makanannya Enak , Suasananya nyaman meski di tengah kota tasikmalaya yg jalanannya ramai","February 15, 2023"
97,483,Fauziah,Indonesia,Family with teens,Superior Room Queen,Stayed 1 night in July 2022,8.0,Excellent,"Hotelnya mudah diakses, ada d tengah kota, bs jln2. Fasilitas ok, pelayanan gercep dan ramah, sarapan lmyn byk variasi.","Recomended pokoknya, kl k tasik nginep lg kyknya..","December 26, 2022"
97,484,Yukki,Indonesia,Group,Superior Room Queen,Stayed 1 night in November 2022,10.0,Exceptional,Exceptional,Mantap👍,"November 25, 2022"
97,485,eri,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in December 2021,8.8,Excellent,Breakfast Hunting 😄,"Sarapan favorit disini sih, enak2, cocok dilidah dan banyak menu nya.","August 23, 2022"
98,486,Raden,Indonesia,Family with teens,Superior Room Twin,Stayed 1 night in February 2022,10.0,Exceptional,Dari Panjalu,"Kampung halaman di Panjalu namun sayang tidak ada tempat menginap disana, tapi seneng banget karena last minute magrib2 bisa dapat kamar di hotel ini. Jadi ga perlu kemping di kebon ataupun balik ke Bandung sampe tengah malam kan. Perjalanan dari Panjalu ke Tasik cuma 1 jam aja. Jadi sempat makan malam bahkan beli martabak dekat hotel dan esok paginya sarapan buffet sepuasnya.","August 10, 2022"
98,487,Trianto,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in July 2022,9.6,Exceptional,Kenyamanan adalah utama,Petugas mulai garda terdepan sangat ramah dan membantu. Kamar cukup nyaman untuk satu keluarga (tidak berisik). Pelayanan sarapan ramah dan responsif,"July 12, 2022"
98,488,Gunawan,Indonesia,Family with young children,Deluxe Room Queen,Stayed 1 night in July 2022,10.0,Exceptional,Pengalaman menyenangkan Hotel Santika Tasikmalaya,"Pengalaman pertama kali menginap di Hotel Santika Tasikmalaya. Mendapatkan promo dari agoda, Lokasi strategis ditengah kota Tasikmalaya, Staf ramah ramah, kamar bersih. InsyaAllah akan menginap kembali di Hotel Santika jika ke Tasikmalaya. Terimakasih","July 04, 2022"
98,489,Sidiana,Indonesia,Business traveler,Deluxe Room Twin,Stayed 1 night in March 2022,10.0,Exceptional,Bagus dan Nyaman,Sampai sudah sore dan hanya untuk 1 malam istirahat untuk melanjutkan tugas traveling. Overall bagus.,"May 20, 2022"
98,490,Kuntje,Indonesia,Couple,Superior Room Twin,Stayed 1 night in April 2022,10.0,Exceptional,Hotel Santika Tasikmalaya,Ke Tasik merupakan kampung halaman istri saya jadi hampir rutin pasti ke Tasik dan kalau kesana so pasti sdh booking terlebih dahulu ke Hotel Santika utk services no comment sdh bisa di terka good for all services,"April 10, 2022"
99,491,Ririn,Indonesia,Couple,Superior Room Twin,Stayed 1 night in March 2022,6.0,,Above average,"Breakfast tidak enak, saat check in kamar belum siap padahal sy dtg pklm16.00","March 28, 2022"
99,492,Dodi,Indonesia,Family with young children,Superior Room Queen,Stayed 1 night in January 2022,10.0,Exceptional,Hotel Santika Tasik,"pelayanan bagus,kamar kami di upgrade menjadi lebih baik tanpa biaya tambahan.pelayanan bagus,lingkungan bersih.kamar sangat nyaman","March 17, 2022"
99,493,Harry,Indonesia,Family with teens,Superior Room Queen,Stayed 1 night in January 2022,10.0,Exceptional,01 Peb 2022,"Hotel Santika sangat memuaskan, kebersihan baik, pelayanan bagus Recommended bagi yg mau menginap di kota Tadikmalaya","February 01, 2022"
99,494,Yollan,Indonesia,Family with young children,Superior Room Twin,Stayed 2 nights in January 2022,10.0,Exceptional,Exceptional,"Harg bersaing Pelayanan bagus, ramah Kamar besih,","January 30, 2022"
