ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review
REV-008012,Tiket,Hotel Santika Megacity Bekasi,2019-09-19,Mantap! Makanan nya juga enak dan beragam. Pelayanan ramah. Cuma kamar nya aja kayak kurang bersih.
REV-008013,Tiket,Hotel Santika Megacity Bekasi,2019-09-11,⭐⭐⭐⭐⭐⭐⭐⭐⭐
REV-008014,Tiket,Hotel Santika Megacity Bekasi,2019-08-07,"saya suka kamarnya, secara keseluruhan, termasuk kamar mandi. semua bersih dan bagus. 
agak disayangkan, saya memesan king bed size, saat saya masuk kamar memang kamarnya terasa luas dan terlihat king...Selengkapnya"
REV-008015,Tiket,Hotel Santika Megacity Bekasi,2019-06-11,Need nya sering bunyi jk putar badan agak mengganggu
REV-008016,Tiket,Hotel Santika Megacity Bekasi,2019-02-21,Utk rasa makanan agak kurang
REV-008017,Tiket,Hotel Santika Megacity Bekasi,2019-01-01,"Semua fasilitas hotel saya suka dan semuanya nyaman 
Makanan untuk sarapan pagi pun cukup bervariasi

Hal yang tidak di sukai kamar yang saya huni kmrin kamar mandinya rembes jadi bikin becek"
REV-008018,Tiket,Hotel Santika Megacity Bekasi,2018-12-31,pengalaman baru menginap disni .. hotel dengan konsep gabung dengan mall ... bener bener one stop leisure ... dapat room dengan view oke .. tetapi suara bising AC dan kamar mandi tergenang is a big NO
REV-008019,Tiket,Hotel Santika Megacity Bekasi,2026-05-08,Bagus Bersih Ramah Minus nya ngga ada lemari es di kamar
REV-008020,Tiket,Hotel Santika Megacity Bekasi,2026-04-23,sangat oke tempatnya
REV-008021,Tiket,Hotel Santika Megacity Bekasi,2026-02-09,"Kasur dan Handuk sedikit kotor, kondisi ac tidak berfungsi baik, lumayan bising kareng suara outdoor ac di balkon terdengar sampai dalam."
REV-008022,Tiket,Hotel Santika Megacity Bekasi,2026-02-08,utk keberihan Room nya okee. sarapan pagi enak..
REV-008023,Tiket,Hotel Santika Megacity Bekasi,2025-06-04,Kalau ga bawa kendaraan pr banget buat nyampe hotelnya
REV-008024,Tiket,Hotel Santika Megacity Bekasi,2025-05-05,Cleanliness is guaranteed. Tasty flavors.
REV-008025,Tiket,Hotel Santika Megacity Bekasi,2025-03-15,"Bersih, nyaman, aman dan cocok untuk keluarga."
REV-008026,Tiket,Hotel Santika Megacity Bekasi,2025-03-15,"Bersih, nyaman, aman dan cocok untuk keluarga."
REV-008027,Tiket,Hotel Santika Megacity Bekasi,2025-03-15,"Bersih, nyaman dan cocok utk keluarga."
REV-008028,Tiket,Hotel Santika Megacity Bekasi,2024-11-04,"Lokasi strategis, menu makanan pada sarapan pagi bervariasi. Mantul lah"
REV-008029,Tiket,Hotel Santika Megacity Bekasi,2024-08-30,Staff sangat ramah. Kamar sangat bersih.
REV-008030,Tiket,Hotel Santika Megacity Bekasi,2024-07-29,Menginap di Santika manapun selalu memberikan kesan nyaman dan elegan
REV-008031,Tiket,Hotel Santika Megacity Bekasi,2024-07-17,Menu sarapan bervariasi.
REV-008032,Tiket,Hotel Santika Megacity Bekasi,2024-05-25,"Fasilitas dan peralatan kamar cukup lengkap, sayangnya kamarnya agak sempit. Lokasi sangat baik"
REV-008033,Tiket,Hotel Santika Megacity Bekasi,2024-05-25,"Lokasi bagus karena diatas mall, parkir gratis, untuk harga kurang sesuai untuk ukuran kamar yg tidak terlalu luas"
REV-008034,Tiket,Hotel Santika Megacity Bekasi,2024-05-07,Bgus sih minus cuman ga ada kulkas Itu aja Makanan lezat.
REV-008035,Tiket,Hotel Santika Megacity Bekasi,2024-04-24,"Oke bgt hotelnya, bersish ya karna santika memang sudah tdk awam utk hotel bintang mya. Namun kami sempat di dtgi sama cheff dan pelayan saat bfast utk ditawarkan jd member santika, tp nyatanya sampai...Selengkapnya"
REV-008036,Tiket,Hotel Santika Megacity Bekasi,2024-03-12,Sarapan nya enak dan lokasi strategis tapi sayang kulkas nya gak ada...
REV-008037,Tiket,Hotel Santika Megacity Bekasi,2024-02-23,"Hidangan yang disajikan enak. Nuansa sangat elegan. Murah meriah, pemandangan indah. Resepsionis yang kompeten."
REV-008038,Tiket,Hotel Santika Megacity Bekasi,2024-02-06,"Sempat kecewa pas stay disini karena mengalami air yg keluar dr semua kran berlumpur krna ada perbaikan, tp terima kasih banyak sudah di respon komplen saya dan dr hotel mau pindahin saya ke kamar lai...Selengkapnya"
REV-008039,Tiket,Hotel Santika Megacity Bekasi,2023-06-16,Itu foto gym nya bukan punya hotel
REV-008040,Tiket,Hotel Santika Megacity Bekasi,2023-03-09,"untuk yang naik motor agak kesusahan sih akses masuknya, apalagi kalo abis jalan-jalan dan pulang ke hotel jam tutup mall"
REV-008041,Tiket,Hotel Santika Megacity Bekasi,2023-02-23,"Kaki berdarah kena HPL dari kasur yg udah ngeletek,parkiran jauh bgt,mo keluar dari hotel kalo gak naik mobil jauh,lift yg jd satu sama mall super ngantri,sarapan enak,bersih nya jg okac dingin"
REV-008042,Tiket,Hotel Santika Megacity Bekasi,2022-10-11,Berlokasi di pusat kota dan pusat perbelanjaan membuat menginap di hotel menjadi nyaman. Sarapannya khas ala Santika : beragam dan enak
REV-008043,Tiket,Hotel Santika Megacity Bekasi,2022-09-10,"Lokasi bagus, fasilitas sesuai harga"
REV-008044,Tiket,Hotel Santika Megacity Bekasi,2022-06-24,Bagussssssssssssssss
REV-008045,Tiket,Hotel Santika Megacity Bekasi,2022-05-17,"mau nginep lagi pokoknya, bagus bgt si semuanya sama harganya juga, love!"
REV-008046,Tiket,Hotel Santika Megacity Bekasi,2021-05-03,Duh pokokonya puas setiap nginep disini
REV-008047,Tiket,Hotel Santika Megacity Bekasi,2021-05-03,Duh pokokonya puas setiap nginep disini
REV-008048,Tiket,Hotel Santika Megacity Bekasi,2021-04-29,lokasinya jd satu sama mall harusnya ada akses sendiri menuju hotel langsung dr parkiran mall atau lobby. kmrn sampe hotel malem dan mall sudah tutup jd kebingungan nyari akses masuk. dan harus pake l...Selengkapnya
REV-008049,Tiket,Hotel Santika Megacity Bekasi,2020-10-31,"Harga tidak sesuai karena breakfast ala kadarnya (minimal, kurang banyak macamnya)"
REV-008050,Tiket,Hotel Santika Megacity Bekasi,2025-04-20,Hotelnya nyaman enak banget buat ngimep pelayananya bagus kru nya ramah ramah and Sarapan nya ok...sepuaanye ampe bega
REV-008051,Tiket,Hotel Santika Megacity Bekasi,2025-03-01,Lokasi ok Parkir ok Pelayanan ok Sarapan ok Minus ga ada kulkas ....
REV-008052,Tiket,Hotel Santika Megacity Bekasi,2025-02-02,"Kidz friendly, banyak fasilitas bermain."
REV-008053,Tiket,Hotel Santika Megacity Bekasi,2024-06-22,Utk 2 x pindah karna AC bocor dikamar sampe pas masuk anak saya kepeleset karna sudah ada genangan air dan diberikan kamar ketiga yg lebih baik Weh ternyata AC nya bocor ngga tp bunyi kaya helikopter ...Selengkapnya
REV-008054,Tiket,Hotel Santika Megacity Bekasi,2024-05-29,Tenpatnya agak susah dijangkau.
REV-008055,Tiket,Hotel Santika Megacity Bekasi,2023-06-17,Makanan enak tempat strategis kamar standard parkir gratis di dlm mall Mungkin hanyaa kurang kulkas d dlm kamar harusnya di harga lebih dri 600 fasilitasnya sudah kumplit
REV-008056,Tiket,Hotel Santika Megacity Bekasi,2023-06-17,Semua baik hanya saja ada kekurangan d kamar ga ada kulkasnya padahal di harga 700 biasanya sudah dapet kulkas d kamar.
REV-008057,Tiket,Hotel Santika Megacity Bekasi,2023-02-06,Sesuai dengan harganya...
REV-008058,Tiket,Hotel Santika Megacity Bekasi,2023-01-28,"Reasonable price, probably gonna visit Santika for another business trip"
REV-008059,Tiket,Hotel Santika Megacity Bekasi,2023-01-16,1. Pelayanan oleh resepsionis saat checkin sangat bagus dan membantu sekali. Resepsionis dan staff sangat ramah dan baik. *5 2. Kamar bersih tetapi ac pada koridor mati sehingga lumayan panas saat ber...Selengkapnya
REV-008060,Tiket,Hotel Santika Megacity Bekasi,2023-01-04,"Menyenangkan staycation di santika. Cukup nyaman, sayang akses dari mall yang kurang jelas jadi agak membingungkan. Cuma kamarnya kecil."
REV-008061,Tiket,Hotel Santika Megacity Bekasi,2022-12-21,"Pelayanan staff ramah, makanan enak dan juga di atas mall jadi gampang cari apa2"
REV-008062,Tiket,Hotel Santika Megacity Bekasi,2020-07-12,Bagus dan pelayanan baik
REV-008063,Tiket,Hotel Santika Megacity Bekasi,2019-09-22,Lokasi hotel sangat strategis dan sangat dekat dengan pusat perbelanjaan. Staff ramah dan pelayanan sangat baik.
REV-008064,Tiket,Hotel Santika Megacity Bekasi,2019-07-11,"waktu batas checkout ngga di telfon resepsionis, pas checkout jam 2an kena biaya 25% dari rate hari itu, pdhl cuma telat sebentar & hotel sedang tidak terlalu ramai. tp yasudalah enaknya dkt XXI tingg...Selengkapnya"
REV-008065,Tiket,Hotel Santika Megacity Bekasi,2019-05-28,Kamar premier hanya luas saja ..tidak ada kelebihan sama sekali...untuk kamar seluas itu TVnya kecil sekali dan tidak jernih channelnya
REV-008066,Tiket,Hotel Santika Megacity Bekasi,2019-03-18,Nice hotel to stay
REV-008067,Tiket,Hotel Santika Megacity Bekasi,2018-10-24,"Lokasi nya bagus, di atas mall, dekat access tol"
REV-008068,Tiket,Hotel Santika Megacity Bekasi,2026-04-01,"Semuanya oke, kecuali akses parkir motor & balkon yang kotor banget! FYI Mall tutup jam 9, jadi kalau mau jajan direstonya mall better dari jam 7, karena jam 8 sudah close order. Other than that semua...Selengkapnya"
REV-008069,Tiket,Hotel Santika Megacity Bekasi,2026-01-16,"Good Very clean, fresh, and comfortable."
REV-008070,Tiket,Hotel Santika Megacity Bekasi,2026-01-09,Cukup oke lah utk istirahat
REV-008071,Tiket,Hotel Santika Megacity Bekasi,2024-12-03,Good. Nyaman. Cuma agak bau rokok di lorong
REV-008072,Tiket,Hotel Santika Megacity Bekasi,2024-11-22,bagus nyamann dan ada bathub
REV-008073,Tiket,Hotel Santika Megacity Bekasi,2024-09-23,Kamar yang bersih dan rapi. Harga sebanding dengan yang didapatkan.
REV-008074,Tiket,Hotel Santika Megacity Bekasi,2024-04-13,Kolam terjaga dengan baik. Pelayanan untuk tamu sangat istimewa. Kombinasi makanan hotel sangat cocok.
REV-008075,Tiket,Hotel Santika Megacity Bekasi,2024-02-08,"Lobbynya di lantai 5 terkoneksi mall. Overall oke, but showernya fix, so jika nginep bareng keluarga dengan anak kecil, agak kurang pas."
REV-008076,Tiket,Hotel Santika Megacity Bekasi,2024-01-07,Mantapp
REV-008077,Tiket,Hotel Santika Megacity Bekasi,2023-05-20,"dekat mall, tinggal turun lift"
REV-008078,Tiket,Hotel Santika Megacity Bekasi,2022-09-07,"Overall Ok, Recommended"
REV-008079,Tiket,Hotel Santika Megacity Bekasi,2022-08-24,"Bersih, Kolamnya kecil tapi lumayan, sayang gak ada handuk kolam, sarapan banyak, ada Nasgor, lauk pauk, bubur, dimsum, waffle, roti, kue, muffin, donat, salad, buah, sosis, telor, sereal."
REV-008080,Tiket,Hotel Santika Megacity Bekasi,2022-08-15,"Tempatny strategis, dalem mall mega bekasi, cuma kamar yg saya dapet ada kendala di listriknya, tp masih bisa diatasi. Makanannya jg enak bgt. Next time mau kesini lg semoga dapet kamar yg lebih prope...Selengkapnya"
REV-008081,Tiket,Hotel Santika Megacity Bekasi,2022-05-06,"pelayanannya okey bgt, sopan² fasilitas cukup memadai.."
REV-008082,Tiket,Hotel Santika Megacity Bekasi,2022-02-01,Sangat nyaman disini. Dan harga terjangkauu
REV-008083,Tiket,Hotel Santika Megacity Bekasi,2022-01-03,"pelayanannya bagus, cuman lokasi agak sulit dijangkau"
REV-008084,Tiket,Hotel Santika Megacity Bekasi,2021-11-15,cukup worth it dengan harga yg ditawarkan
REV-008085,Tiket,Hotel Santika Megacity Bekasi,2021-01-08,"lokasi atrategis, walau agak susah kita akses keluar hotel krn letak hotel diatas mall"
REV-008086,Tiket,Hotel Santika Megacity Bekasi,2020-12-27,"Lokasi Enak, Service Memuaskan, mungkin menu maknan perlu di lebih variatif lagiii"
REV-008087,Tiket,Hotel Santika Megacity Bekasi,2019-10-28,"Waktu cek in ga bisa lebih maju 1 jam alasan kamar full itu aja yg disayangkan , so far bagus semua"
REV-008088,Tiket,Hotel Santika Megacity Bekasi,2019-08-30,"Dekat dengan gerbang tol, dan mall"
REV-008089,Tiket,Hotel Santika Megacity Bekasi,2019-08-08,"Makanan nya kebanyakan yang sudah dingin.. kue basah nya dingin, lontongnya dingin. Jadi kurang"
REV-008090,Tiket,Hotel Santika Megacity Bekasi,2019-07-03,"Kurang lengkap.
Biasanya ada sushi"
REV-008091,Tiket,Hotel Santika Megacity Bekasi,2019-02-22,"Tengah kota, semua menjadi mudah kemana mana"
REV-008092,Tiket,Hotel Santika Megacity Bekasi,2019-02-02,"Proses check-in lama bgt. Saya nunggu check-in doang sampe sekitar 15 menit. Resepsionisnya ngurusin teleponlah, ngetik2 yg saya ga tau ngetik apa. Ngetik novel kali. Pokoknya lama."
REV-008093,Tiket,Hotel Santika Megacity Bekasi,2019-01-09,"Lumayan hotelnya, sudah ada sarapan juga"
REV-008094,Tiket,Hotel Santika Megacity Bekasi,2018-12-23,"Wifi tidak bisa, Lift kadang rusak"
REV-008095,Tiket,Hotel Santika Megacity Bekasi,2018-12-15,Mantul
REV-008096,Tiket,Hotel Santika Megacity Bekasi,2026-05-13,Receptionist cepat & tanggap. Ada welcome drink. Kamar dan fasilitas lain standar hotel pada umumnya. Makanan lumayan enak namun ketika habis lama untuk refillnya. Kapasitas parkir di rooftop sedikit ...Selengkapnya
REV-008097,Tiket,Hotel Santika Megacity Bekasi,2026-05-12,"Pelayanan staffnya ramah, kamarnya bersih dan wangi. Makanannya lumayan enak."
REV-008098,Tiket,Hotel Santika Megacity Bekasi,2026-05-07,Terimakasih untuk fasilitasnya
REV-008099,Tiket,Hotel Santika Megacity Bekasi,2026-05-04,Kalo sdh malam susah pesan grab food karna gak bisa naek ke lt 5 harus dijemput ka parkiran jayen
REV-008100,Tiket,Hotel Santika Megacity Bekasi,2026-04-01,Tempat strategjs dekat dengan tempat perbelanjaan
REV-008101,Tiket,Hotel Santika Megacity Bekasi,2026-03-27,"Enak dan bersih, lagi puasa sarapannya bisa buat sahur"
REV-008102,Tiket,Hotel Santika Megacity Bekasi,2026-02-14,Hotel nya bersih tetapi kurang wangi.
REV-008103,Tiket,Hotel Santika Megacity Bekasi,2026-02-04,"Very clean, fresh, and comfortable."
REV-008104,Tiket,Hotel Santika Megacity Bekasi,2026-02-03,Good Rooms are gleaming.
REV-008105,Tiket,Hotel Santika Megacity Bekasi,2026-01-25,"Ruangan oke, cuma baru tau ternyata harus masuk dari mall. Agak jauh kalo mau masuk harus ke lantai 5 lewatin mall Jadi kalo pulang malem jalannya gelap"
REV-008106,Tiket,Hotel Santika Megacity Bekasi,2026-01-24,"staf ramah, kamar bersih, cuma kalo bisa tvnya di upgrade ke smart tv semua"
REV-008107,Tiket,Hotel Santika Megacity Bekasi,2026-01-16,Stunning dish. Good-quality linens.
REV-008108,Tiket,Hotel Santika Megacity Bekasi,2026-01-02,Practical parking access. Attentive and well-trained staff.
REV-008109,Tiket,Hotel Santika Megacity Bekasi,2025-12-29,Rooms are clean and tidy. Menu choices abound. Strategic parking place. Warm and inviting ambiance. Clean room.
REV-008110,Tiket,Hotel Santika Megacity Bekasi,2025-12-22,mantap bangett dekat dengan gerbang tol bekasi barat
REV-008111,Tiket,Hotel Santika Megacity Bekasi,2025-12-17,Cleanliness is unmatched.
REV-008112,Tiket,Hotel Santika Megacity Bekasi,2025-12-02,"Mantap banget fasilitas sangat lengkap, breakfast sangat memuaskan enak-enak semua"
REV-008113,Tiket,Hotel Santika Megacity Bekasi,2025-10-13,Very clean rooms. Good parking facilities. Helpful service. Amazing variety of flavors.
REV-008114,Tiket,Hotel Santika Megacity Bekasi,2025-10-09,seru bersih tempatnya
REV-008115,Tiket,Hotel Santika Megacity Bekasi,2025-10-08,Banyak pilihan makanan di restonya
REV-008116,Tiket,Hotel Santika Megacity Bekasi,2025-08-17,ramah ramah Fast cleaning service. Lots of healthy food options.
REV-008117,Tiket,Hotel Santika Megacity Bekasi,2025-08-11,"Dari Segi Pelayanan Sudah Oke Hanya masukan saja,Brekfstnya kurang tidak sosis dan bubur kacang hijau"
REV-008118,Tiket,Hotel Santika Megacity Bekasi,2025-08-05,Hotelnya oke sarapan oke
REV-008119,Tiket,Hotel Santika Megacity Bekasi,2025-06-30,Oke. Ada kolam yang cukup
REV-008120,Tiket,Hotel Santika Megacity Bekasi,2025-05-28,"Cheap hotel, unforgettable experience."
REV-008121,Tiket,Hotel Santika Megacity Bekasi,2025-05-27,Nice cm kalo mall udah tutup PR banget hrs muter naik keatas jalan kaki
REV-008122,Tiket,Hotel Santika Megacity Bekasi,2025-05-15,staff ramah friendly informatif
REV-008123,Tiket,Hotel Santika Megacity Bekasi,2025-05-12,Family-friendly facilities. The staff is very welcoming.
REV-008124,Tiket,Hotel Santika Megacity Bekasi,2025-05-09,nyaman sekali. kasur dan bantalnya sangat nyaman
REV-008125,Tiket,Hotel Santika Megacity Bekasi,2025-05-05,Bagus tempat nya nyaman
REV-008126,Tiket,Hotel Santika Megacity Bekasi,2025-04-06,execelent service. the place so comfortable
REV-008127,Tiket,Hotel Santika Megacity Bekasi,2025-03-11,All good. Akan kembali lagi.
REV-008128,Tiket,Hotel Santika Megacity Bekasi,2025-02-19,"Worth the price, staff ramah, lokasi menyatu dgn Mall jadi gampang klo ada yg dicari tinggal turun, sayangnya makanan sedikit variasinya"
REV-008129,Tiket,Hotel Santika Megacity Bekasi,2025-02-18,"Kebersihan terbaik. Kamar bersih dan sangat terawat. Parkir ramah lingkungan. Penawaran super. Sangat rekomen, staffny sangat ramah, terhubung dengan mall juga❤ Kamar bersih dan sangat terawat."
REV-008130,Tiket,Hotel Santika Megacity Bekasi,2025-02-10,Located in an industrial area.
REV-008131,Tiket,Hotel Santika Megacity Bekasi,2025-01-21,Sesuai lah dengan uang yang d keluarkan
REV-008132,Tiket,Hotel Santika Megacity Bekasi,2025-01-05,Okee makananya kurang lengkap hehehhe Overalll nyaman
REV-008133,Tiket,Hotel Santika Megacity Bekasi,2025-01-04,Fasilitas hiburan terbaik. Harga bersaing.
REV-008134,Tiket,Hotel Santika Megacity Bekasi,2024-12-28,Lokasi yang nyaman. Parkir terbuka luas.
REV-008135,Tiket,Hotel Santika Megacity Bekasi,2024-12-27,Pintu toilet rusak ga bisa dikunci. Ada kecoa kecil 2ekor di toilet
REV-008136,Tiket,Hotel Santika Megacity Bekasi,2024-12-25,"Kamarnya bersih bagus, top deh stafnya juga ramah2"
REV-008137,Tiket,Hotel Santika Megacity Bekasi,2024-12-22,Tempat terbaik. Interior trendy.
REV-008138,Tiket,Hotel Santika Megacity Bekasi,2024-12-21,Ruang bersih dan cerah banget.
REV-008139,Tiket,Hotel Santika Megacity Bekasi,2024-12-10,Suasana bersih dan bikin betah.
REV-008140,Tiket,Hotel Santika Megacity Bekasi,2024-12-07,Mantaffffffff sekali
REV-008141,Tiket,Hotel Santika Megacity Bekasi,2024-12-04,Bagus bersih enak ramah nyalan
REV-008142,Tiket,Hotel Santika Megacity Bekasi,2024-11-27,Terjangkau tapi istimewa. Program liburan anak-anak.
REV-008143,Tiket,Hotel Santika Megacity Bekasi,2024-11-22,Kamar nya bagus cocok buat keluarga
REV-008144,Tiket,Hotel Santika Megacity Bekasi,2024-11-18,"Bagus, kamarnya bersih dan nyaman"
REV-008145,Tiket,Hotel Santika Megacity Bekasi,2024-11-17,Kebersihan nggak ada lawan.
REV-008146,Tiket,Hotel Santika Megacity Bekasi,2024-11-15,Koneksi internet gratis. Aman aja
REV-008147,Tiket,Hotel Santika Megacity Bekasi,2024-11-05,Harga ramah kantong. Ruang bersih dan harum banget.
REV-008148,Tiket,Hotel Santika Megacity Bekasi,2024-10-30,Area bersantai untuk keluarga. Resepsionis yang terlatih dengan baik dan cekatan.
REV-008149,Tiket,Hotel Santika Megacity Bekasi,2024-10-30,Interior modern minimalis.
REV-008150,Tiket,Hotel Santika Megacity Bekasi,2024-10-12,Area yang bersih dan hijau.
REV-008151,Tiket,Hotel Santika Megacity Bekasi,2024-10-09,"Located on top of a Mall on the 5th floor, not easily accessible for cars or taxis."
REV-008152,Tiket,Hotel Santika Megacity Bekasi,2024-10-06,Dekat dengan tempat makan. Menu dengan sentuhan istimewa dari chef.
REV-008153,Tiket,Hotel Santika Megacity Bekasi,2024-10-02,"Gk ada foto foto dimari. Karena mau berdua aja sama istri. Awalnya memang sudah di info kalo room nya biasa smoker, tapi lumayan lama ilang bau rokok nya, dan AC kurang dingin di room 951, karena udah...Selengkapnya"
REV-008154,Tiket,Hotel Santika Megacity Bekasi,2024-09-17,"Bersih, makanan enak, pelayanan oke"
REV-008155,Tiket,Hotel Santika Megacity Bekasi,2024-08-27,Sarapan dengan pilihan makan yang variatif!
REV-008156,Tiket,Hotel Santika Megacity Bekasi,2024-08-27,Pelayanan cepat tanggap ketika ada keluhan
REV-008157,Tiket,Hotel Santika Megacity Bekasi,2024-08-25,"Pelayanan sangat memuaskan, ada keluhan langsung cepat tanggap"
REV-008158,Tiket,Hotel Santika Megacity Bekasi,2024-08-13,Bagus tempat nginep nya
REV-008159,Tiket,Hotel Santika Megacity Bekasi,2024-08-10,Staf yang luar biasa. Ruang makan yang bersih. Tempat terbaik.
REV-008160,Tiket,Hotel Santika Megacity Bekasi,2024-08-10,goddddddddddddddddddddddddddddddd
REV-008161,Tiket,Hotel Santika Megacity Bekasi,2024-08-09,"Air jernih yang sangat segar. Terjangkau, tapi penuh kemewahan. Pelayanan cepat."
REV-008162,Tiket,Hotel Santika Megacity Bekasi,2024-08-05,Menu satuan bervariasi banget.
REV-008163,Tiket,Hotel Santika Megacity Bekasi,2024-07-22,Kebersihan terjaga. Parkir dengan pelayanan prima.
REV-008164,Tiket,Hotel Santika Megacity Bekasi,2024-07-19,Pilihan makanan banyak.
REV-008165,Tiket,Hotel Santika Megacity Bekasi,2024-07-12,Nyaman menyatu dengan mall jadi tidak sulit cari makan dan hiburan
REV-008166,Tiket,Hotel Santika Megacity Bekasi,2024-07-12,"Suasananya ok, kamarnya bagus, pilihan menu sarapannya banyak & enak... Sinyal aja yg jelek klo sudah didalam, mesti pakai wifi"
REV-008167,Tiket,Hotel Santika Megacity Bekasi,2024-07-09,"So far, bagus dan nyaman tapi ya itu kebersihan perlu ditingkatkan dan nuansa hotelnya seharusnya bisa lebih cheerful/suasana baru."
REV-008168,Tiket,Hotel Santika Megacity Bekasi,2024-07-08,Pilihan menu memanjakan lidah. Parkir luas dan nyaman. Cocok untuk menghabiskan waktu.
REV-008169,Tiket,Hotel Santika Megacity Bekasi,2024-07-08,"Semua nya bagus, bersih dan rapih 👍👍👍"
REV-008170,Tiket,Hotel Santika Megacity Bekasi,2024-06-28,Overall OK Dekat dengan restoran. Dekat dengan restoran.
REV-008171,Tiket,Hotel Santika Megacity Bekasi,2024-06-22,"Bagus, dan strategis"
REV-008172,Tiket,Hotel Santika Megacity Bekasi,2024-06-16,Suasana sejuk. Pelayan yang ramah dan tepat waktu.
REV-008173,Tiket,Hotel Santika Megacity Bekasi,2024-06-16,Area yang bersih dan hijau. Pelayan yang santun dan ahli.
REV-008174,Tiket,Hotel Santika Megacity Bekasi,2024-06-16,Pilihan sarapan lengkap. Respon cepat. Terletak di area eksklusif.stafnya ramah
REV-008175,Tiket,Hotel Santika Megacity Bekasi,2024-06-14,"Pelayanan mantap, diatas mall , sarapan enak Bersih.. pertahankan.."
REV-008176,Tiket,Hotel Santika Megacity Bekasi,2024-06-04,"Pelayanannya cepet, petugasnya ramah Kebersihan kamar sangat dijaga. Kebersihan kamar sangat dijaga."
REV-008177,Tiket,Hotel Santika Megacity Bekasi,2024-05-11,bagus kamarnya dan pelayanannya
REV-008178,Tiket,Hotel Santika Megacity Bekasi,2024-04-24,Kebersihan di seluruh area hotel. Akses mudah
REV-008179,Tiket,Hotel Santika Megacity Bekasi,2024-04-23,Goodddddddddddddddddddddddddddddddddffffffffff
REV-008180,Tiket,Hotel Santika Megacity Bekasi,2024-04-15,Suasana super nyaman.
REV-008181,Tiket,Hotel Santika Megacity Bekasi,2024-04-08,Ruangan bersih dan nyaman banget.
REV-008182,Tiket,Hotel Santika Megacity Bekasi,2024-04-02,Akses mudah ke mana-mana. Resepsionis yang cekatan dan kompeten. Kamar bersih dan rapi banget.
REV-008183,Tiket,Hotel Santika Megacity Bekasi,2024-03-29,Hidangan ringan yang lezat.
REV-008184,Tiket,Hotel Santika Megacity Bekasi,2024-03-07,"Penginapan budget. Dulu hampir setipa bulan pasti sempetin staycation disini. Tp sedih karna menu pizzanya gaada, padahal itu beneran best seller bgt menurut ku. Kembalikan menu pizzanya yaa ehehe"
REV-008185,Tiket,Hotel Santika Megacity Bekasi,2024-03-03,Fasilitas sangat bersih terawat. Hidangan tradisional yang nikmat. Nuansa sangat elegan. Lokasi yang ideal.
REV-008186,Tiket,Hotel Santika Megacity Bekasi,2024-02-24,"Sesuai harga, ngeMol tinggal ke bawah."
REV-008187,Tiket,Hotel Santika Megacity Bekasi,2024-02-23,"Ceiritanya gini, jadi suatu hari sebuah cerita"
REV-008188,Tiket,Hotel Santika Megacity Bekasi,2024-01-23,Area duduk yang nyaman banget.
REV-008189,Tiket,Hotel Santika Megacity Bekasi,2024-01-19,wifi nya kurang bagus
REV-008190,Tiket,Hotel Santika Megacity Bekasi,2023-11-21,Pelayanan dan kamarnya ok.
REV-008191,Tiket,Hotel Santika Megacity Bekasi,2023-11-21,Kamarnya ok dan bersih. Service baik
REV-008192,Tiket,Hotel Santika Megacity Bekasi,2023-08-29,"Pelayanan ramah dan bersih, kamar luas."
REV-008193,Tiket,Hotel Santika Megacity Bekasi,2023-08-03,always good to be back here.
REV-008194,Tiket,Hotel Santika Megacity Bekasi,2023-06-30,"ramah staffnya, cmn hotelnya ada furnitur yg kurang oke, jadi sempat lepas part dinding nya cmn enak banget konek sama mega bekasi mall. dan makanan lumayan enak"
REV-008195,Tiket,Hotel Santika Megacity Bekasi,2023-06-04,Resepsionis ramah. Kamarnya bersih ac dingin . Sarapan banyak pilihan
REV-008196,Tiket,Hotel Santika Megacity Bekasi,2023-05-04,"Anak usia 4 tahun udah harus bayar breakfast 50k..pdhl kalau di hotel lain msh free. Kamar mandi licin, anak saya sampai terpleset. Semoga lantai kamar mandinya diganti pakai keramik yang tidak licin"
REV-008197,Tiket,Hotel Santika Megacity Bekasi,2023-05-02,"Overall bagus, kamar nyaman dan menu sarapan enak.. kalau mau ke mall juga gampang tinggal turun pakai lift. Minusnya dg harga segitu cuma di kamar tidak ada kulkas dan hairdryer"
REV-008198,Tiket,Hotel Santika Megacity Bekasi,2023-04-26,"Pelayanan bagus, fasilitas cukup baik. Ada kolam renang, fitness dan Playground. Sarapan juga bervariasi"
REV-008199,Tiket,Hotel Santika Megacity Bekasi,2023-04-13,"Pelayanan bagus bgt, lokasi strategis karena jadi satu sama mall. Mungkin untuk kebersihan bisa ditingkatkan, seperti lantai yg sepertinya belum dipel jadi nempel di kaki padahal kami bawa krucil kesi...Selengkapnya"
REV-008200,Tiket,Hotel Santika Megacity Bekasi,2023-03-28,Bagus kamar nya pelayanan nya juga oke cuman 1 sih titik nya tdk sesuai.. Jadi harus muter muter nyari nyaaa
REV-008201,Tiket,Hotel Santika Megacity Bekasi,2023-02-22,"Lokasi strategis, pelayanan ramah, makanan enak, nyaman"
REV-008202,Tiket,Hotel Santika Megacity Bekasi,2023-02-05,"makanan enak, kamar bagus.."
REV-008203,Tiket,Hotel Santika Megacity Bekasi,2023-01-29,"Tempat strategis, bagus.."
