ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review
REV-003029,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003030,Agoda,Hotel Santika Bogor,2022-04-05,"Pengalaman pertama menginap di Santika Bogor, dan semuanya sudah berjalan dengan sangat baik.."
REV-003031,Agoda,Hotel Santika Bogor,2022-03-13,"Secara lokasi, dekat kemana-mana, Staffnya oke2 semua, sudah mencitrakan nama besar Santika. Utk kelas bintang 3 ini the best di Bogor. Harus coba makanan di hotel ini, enak banget gak kalah sama kuliner2 Bogor yg gurih2. Sedikit complain ttg AC, mungkin harus di kontrol lebih baik lagi, lama dinginnya"
REV-003032,Agoda,Hotel Santika Bogor,2022-02-20,Sarapannya mungkin dibuat lebih enak lagi rasanya
REV-003033,Agoda,Hotel Santika Bogor,2022-01-17,Shower hanya tersedia model gantung atau menempel di atap atau dinding bagian atas. Tidak tersedia shower selang sehingga tidak bisa membersihkan bagian selangkangan. Tisu sudah habis di hari terakhir. Semestinya disediakan tisu cukup banyak di berbagai tempat.
REV-003034,Agoda,Hotel Santika Bogor,2022-01-08,Variasi untuk makanan pagi nya sedikit
REV-003035,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003036,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003037,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003038,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003039,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003040,Agoda,Hotel Santika Bogor,2021-12-24,Keren
REV-003041,Agoda,Hotel Santika Bogor,2021-12-19,"Lokasi strategis, makanan enak, kamar bersih"
REV-003042,Agoda,Hotel Santika Bogor,2021-12-18,"Hotelnya bersih, lokasi strategis"
REV-003043,Agoda,Hotel Santika Bogor,2021-12-18,"Lokasi strategis, bersih, makanan enak"
REV-003044,Agoda,Hotel Santika Bogor,2021-12-18,baik
REV-003045,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003046,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003047,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003048,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003049,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003050,Agoda,Hotel Santika Bogor,2021-12-10,"Dibandingkan pertama kali kesana, santika bogor ini menurun bgt kualitasnya. Sumpah sih. agak kecewa. dari segi kamar terutama, udah harus revitalisasi biar bisa ttp keren kayak dulu. dari staff ramaah dan helpfull sih, kolam renangnya bersih bgt, foto2 di kolamnya kayak lagi di bali gitu."
REV-003051,Agoda,Hotel Santika Bogor,2021-10-05,"lokasi nyambung mall, bersih, dikasih air minum 4 botol, kolam renangnya ternyata ga terlalu besar, tapi bersih, menu sarapannya ok, cuma liftnya agak kecil, jadi agak nunggu lama. overall Ok sih."
REV-003052,Agoda,Hotel Santika Bogor,2021-09-29,Lokasi strategis di jantung kota bogor dan staff yg ramah.
REV-003053,Agoda,Hotel Santika Bogor,2021-09-15,"Enak di hotel ini karena nempel sama mall. Jd kl mau main ke mall, tinggal cusss..."
REV-003054,Agoda,Hotel Santika Bogor,2021-06-09,cukup memuaskan dan terima kasih.
REV-003055,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003056,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003057,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003058,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003059,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003060,Agoda,Hotel Santika Bogor,2021-02-14,"Sepenilaian saya si ini hotel biasa aja menang karna akses yg langsung ke mall botani aja utk fasilitas kurang, kolam renang 'b' aja, breakfast soso la, kamar lumayan. Sepertinya emang udh agak lama hotel ini."
REV-003061,Agoda,Hotel Santika Bogor,2021-02-04,"Alhamdulillah pilihan tepat menginap di Santika Bogor saat pandemi. Setiap pintu masuk hotel dijaga ketat dengan prokes. Mulai dari wajib memakai masker, lalu membasuh tangan dengan hand sanitizer, cek suhu, telapak sepatu/sandal disemprot desinfektan. Di resepsionis juga disediakan masker dan sarung tangan plastik. Didalam kamar disediakan sendok plastik dan gelas plastik sekali pakai yang dikemas sedemikian rupa sehingga terlihat higienis. Saat sarapan, kursi makan juga diatur sehingga berjarak antara satu dengan yang lain. Selain hotel yang nyaman, stafnya juga sangat ramah. Bravo Hotel Santika Bogor, sukses terus ya. Semoga pandemi ini segera berakhir, aamiin."
REV-003062,Agoda,Hotel Santika Bogor,2021-01-30,Hotelnya letaknya strategis sekali namun sayang makanannya kurang rasa dan kamar mandi umum lantai 3 kurang bersih. sedangkan yang lainnya cukup baik
REV-003063,Agoda,Hotel Santika Bogor,2021-01-10,"Mungkin orang orang berpikir bila akan menginap di Suatu tempat atau daerah akan mempertimbangkan untuk mencari tempat yang pas, strategis, mudah kemana mana bagus tetapi murah. Bila orang melihat hotel santika pasti langsung berpikiran kalau hotel ini mahal. Bila dibandingkan dengan hotel hotel lain saya rasa tidak beda jauh. Coba dipikirkan, ada hotel yang lokasinya di dekat dengan mall terbaik dan terlengkap di bogor. Sehingga kita bisa mudah untuk mencari keperluan kita juga sambil bersantai dengan keluarga anda. Hanya di hotel santika inilah kelebihan dari smua hotel yang ada di bogor ini. Dengan harga terjangkau, aksesnya mudah untuk kemana mana apabila ingin berwisata di bogor. Transportasinya pun mudah dan lengkap. Hanya santika lah bagi saya tempat yang benar benar membantu dan memudahkan pekerjaan saya dalam melakukan bisnis dengan teman teman saya yang tinggal di daerah bogor ini."
REV-003064,Agoda,Hotel Santika Bogor,2020-12-27,"Kamar cenderung suram ,mungkin karena warna furniture terlalu butek ataupun monoton dan juga pecahayaan kurang . Sehingga saat malam hari terasa sangat suram . Untuk sarapan menu terbatas dan kekurangan staf yang melayani"
REV-003065,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003066,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003067,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003068,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003069,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003070,Agoda,Hotel Santika Bogor,2020-12-21,"Pelayanannya dari staf ramah, cepat dalm check in jd kita tdk lama menunggu diloby, sayangnya wifi nya pas pagi mati smpe siang, kolam renangnya cetek jd enk utk bawa anak2 tdk perlu khawatir bisa main air sendiri, breakfast makannya enk2, sayang menu variasi nya tdk bnyk, kamrnya cukup luas, ada connecting door nya."
REV-003071,Agoda,Hotel Santika Bogor,2020-12-16,kebersihan harus di tingkatkan
REV-003072,Agoda,Hotel Santika Bogor,2020-10-31,"Pelayanan staf hotel cukup baik dan ramah. Hanya ada 2 poin yg perlu ditambahkan, kualitas layanan wifi yg kurang optimal dan pelayanan free parking saat check out mesti jeli, krn case wkt staycation kemaein, mesti bolak balik buat ambil cap stampel free parking ke hotel. Selebihnya cukup puas."
REV-003073,Agoda,Hotel Santika Bogor,2020-09-21,Karena kurang staf jadi pelayanan kurang maksimal
REV-003074,Agoda,Hotel Santika Bogor,2020-08-23,"Hotelnya terletak di berdampingan dengan mall, sayangnya tidak ada akses langsung ke mall melainkan harus keluar dulu. Parkirnya terbatas dan berbagi dengan mall sehingga tidak mudah mencari parkir sendiri harus denganbantuan Valet Service. Lokasinya di tengah kota sehingga dan dekat dengan pusat belanja dan obyek wisata Kebun Raya, Musium Zoologi dan China Town, Staf nya ramah dan helpful namun tempat makan paginya tidak terlalu luas dan makanannya kurang bervariasi"
REV-003075,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003076,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003077,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003078,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003079,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003080,Agoda,Hotel Santika Bogor,2020-08-20,Pada saat kami sampai begitu reservasi ternyata menunggu hingga satu jaman lebih kami menunggu.... Untuk yang lain semuanya baik. Terima kasih
REV-003081,Agoda,Hotel Santika Bogor,2020-07-26,"Best location,facilities and hospitality."
REV-003082,Agoda,Hotel Santika Bogor,2020-07-26,"Menurut saya lokasi sangat strategis, ditengah kota dan deket kebon raya bogor. Saya menginap dg keluarga di Sweet Room karena full katanya shg di upgrade di kelas President Room. Ruangan besar dan cukup nyaman, namun beberapa hal yg bikin tidak nyaman, antara lain utk sekelas ruangan ini : blm terlihat adanya kemewahan fasilitas, layar TV dg gambar yg jelek, bintik2 dan goyang, perlu ganti provider yg lbh baik karena tampilannya sangat buruk dan kelihatan kuno, AC ruangan jg kelihatan dah kuno shg harus panggil petugas krn kurang dingin, fasilitas yg ada sperti welcome drink or free bufee drink jg nggak ada. Ketiga kedatangan kami karena banyak bawa perlengkapan koper tanya CS ada porter or office boy gak di bilang gak ada, tapi ternyata ada security yg bantu gak sinkron dg petugas CS. Saya book lewat agoda dan book dg 3 dewasa spertinya harga sdh include karena lbh mahal dibanding yg 2 person. Tapi nyatanya tetap harus nambah Biaya utk sarapan pagi. Tolong diperbaiki lg layananny"
REV-003083,Agoda,Hotel Santika Bogor,2020-03-15,"Secara umum hotel cukup bagus, terutama lokasi yang strategis, terhubung ke mall, dekat pintu masuk kebun raya , susasan disekitar yang cukup bagus"
REV-003084,Agoda,Hotel Santika Bogor,2020-02-29,"Lokasi sangat strategis karena dekat pintu tol sehingga tidak perlu merasakan kemacetan kota bogor. Terletak di samping mall botani square dan ada pintu penghubung langsung ke mall, memudahkan pengunjung untuk mencari makanan. Kamar tipe superior cukup luas dan nyaman, breakfast cukup enak hanya restonya agak kecil."
REV-003085,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003086,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003087,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003088,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003089,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003090,Agoda,Hotel Santika Bogor,2020-01-18,"saya lihat hotel ini selalu penuh, seharusnya kebersihan dan pelayanan harus ditingkatkan."
REV-003091,Agoda,Hotel Santika Bogor,2019-12-30,"Secara umum Baik, namun perlu di perhatikan kondisi AC nya kurang dingin."
REV-003092,Agoda,Hotel Santika Bogor,2019-12-30,"Overall ok, hanya waktu . check in aja yang agak lama (mgk karna saya booked kamarnya agak banyak). Thank You Santika Hotel Bogor :)"
REV-003093,Agoda,Hotel Santika Bogor,2019-12-29,"Hanya 1 kekurangannya, waktu check in yg ckp lama."
REV-003094,Agoda,Hotel Santika Bogor,2019-12-27,"Kesan pertamanya ribet bgd mau masuk parkir, krn memang sengaja berkendara motor menghindari kemacetan kota bogor. Parkir motor dibelakang, jd harus muter jauh utk masuk lokasi & parkirnya pun di basement nya Mall botani square jadi ga bisa langsung masuk hotel, harus melalui Mall dulu. Kesan kedua, cek in cepat walau kondisi di meja resepsionis penuh org yg cek in. Mungkin krn sy sdh booking lama, jd kamar sudah siap. Namun malah terlihat seperti staf resepsion jadi buru2, ga fokus melayani sy. Tidak ada informasi apa2 yg diberika sehingga sy harus bertanya dl mengenai breakfast, & parkir yg dikenakan tarif. Sampai2 mau pulang baru tau kalau ada akses wifi yg bisa dipakai, biasanya dihotel lain selalu diinfo pd saat cek in disini sama sekali tdk diinfo. Kesan ketiga, kamar deluxe dgn ranjang queen nya so nice, luas & ada sofa bed yg bisa dipakai tidur anak balita kami. Hanya perlu diperhatikan kelengkapan kamar seperti tisue yg mungkin terlewat utk disiapkan Kesan keempat, breakfast juga tidak diinfo mengenai tambahan biaya anak kami yg masih 5th Kesan kelima, ternyata ada kids activity yg diadakan di tiap weekend. Beruntung nya anak kami bisa ikut & menjadi salah satu yg mendapat bingkisan Kesimpulannya adalah hotel yg cukup baik, mungkin lain kali akan kembali dgn menggunakan mobil"
REV-003095,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003096,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003097,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003098,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003099,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003100,Agoda,Hotel Santika Bogor,2019-11-25,"Hotel ini sungguh luar biasa. Kamarnya bersih, fasilitas lengkap, menu sarapan juga komplit."
REV-003101,Agoda,Hotel Santika Bogor,2019-11-20,"Hotelnya sangat bagus, bersih dan strategic"
REV-003102,Agoda,Hotel Santika Bogor,2019-11-13,"Tempat yg nyaman dengan pelayanan yg prima dan memuaskan,dengan akses mudah dan mall Dkt dengan hotel.sangat rekomended"
REV-003103,Agoda,Hotel Santika Bogor,2019-11-12,"Kebaikan: Check in cepat, breakfast cukup enak, kamar bersih, pelayanan ramah dan profesional. Kekurangan: Hal yang lucu ketika kartu TRUST (kartu member belanja di Farmers dan Ranch Market) tiba2 hilang dari dalam kamar ketika minta pembersihan kamar. Mungkin dikiranya kartu itu semacam kartu ATM atau kartu kredit. Setelah sy melaporkan hal ini ke bagian pembersihan, kartu ini dikembalikan esok siang nya kepada saya. (Karena mungkin bukan kartu ATM ya...) Satu hal yang membuat hotel ini bagus adalah lokasi hotel ini terhubung langsung dengan pusat perbelanjaan. Sekian dan terima kasih"
REV-003104,Agoda,Hotel Santika Bogor,2019-11-07,"Hotelnya bagus, resepsionis ramah, semua bagus. Makanan banyak pilihan akan tetapi jika makanan kosong tidak cepat di isi kembali, sepertinya kekurangan karyawan restaurant"
REV-003105,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003106,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003107,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003108,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003109,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003110,Agoda,Hotel Santika Bogor,2019-10-19,Saya keluarga dgn anak Kecil... Merasa nyaman di hotel... kebersihan ok 👍🏻
REV-003111,Agoda,Hotel Santika Bogor,2019-09-24,"Kamar kurang bersih, seprei udah ngga putih bersih, suara antar kamar kedengaran, toilet ngga ada bidet. Perlengkapan mandi biasa saja. Penanganan masalah memuaskan."
REV-003112,Agoda,Hotel Santika Bogor,2019-09-16,AC tetap di perhatikan
REV-003113,Agoda,Hotel Santika Bogor,2019-09-02,"pertama sampai di hotel memiliki kesan yang luar biasa,,, lokasi yang baik dekat dengan mal kebersihan cukup baik... untuk fasilitas kolam renang juga mantap. santika sangat terkenal dengan beragaman sarapanya yang pasti enak... untuk staf saya merasa kurang ramah .. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah."
REV-003114,Agoda,Hotel Santika Bogor,2019-07-01,"Pelayanan bagus, kamar luas dan bersih, utk swimming pool juga sangat bagus.. lokasi bersebelahan dengan botani square jadi akses utk makan dan hiburan sangat dekat. Minus: lokasi parkir memusingkan dan lift utk customer sangat kecil dan terbatas sehingga ketika mau turun/naik ke kamar/lobby membutuhkan waktu yg cukup lama"
REV-003115,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003116,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003117,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003118,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003119,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003120,Agoda,Hotel Santika Bogor,2019-05-16,sangat merekomendasikan untuk wisatawan bisnis
REV-003121,Agoda,Hotel Santika Bogor,2019-04-29,"Santika hotel bogor lokasi yg strategis dkt dengan mall,pelayanan sangat baik,kebersihan sangat baik,pokoknya sangat rekomended"
REV-003122,Agoda,Hotel Santika Bogor,2019-03-17,Kami ada 2 reservasi satu di lantai 8 dan 9 dan kenapa di lantai 9 ada beberapa kamar terbuka dan di dalam ada laki laki duduk nonton television di dalam gelap .. Kamar juga tidak bersih dan banyak suara ribut pada malam hari
REV-003123,Agoda,Hotel Santika Bogor,2019-02-25,"Dari kami masuk kamar 802. pada jam 14.00 sudah terdengar suara berisik, tapi karena masih beraktivitas tidak terlalu mengganggu. Puncakanya ketika jam 10 malam di waktu kita harus tidur, suara berisiknya semakin keras dan banyak, suara kursi/meja ditarik-tarik dan itu berlangsung sampai subuh. Alhasil kami semalaman tidak bisa tidur dan istirahat dengan tenang. 2 kali telepon ke resepsionis, jawabannya akan dicek dan mengirim security ke atas, dan menurut security mereka sudah menegur kamar di lantai atas, tapi suara berisik itu tidak hilang."
REV-003124,Agoda,Hotel Santika Bogor,2019-01-08,Hotel santika memiliki banyak hal yang bagus dan sangat memanjakan konsumen. Konsumen akan berasa seperti raja di sini. Seluruh permintaan saya saat beberapa hari sebelum check in pun dipenuhi dengan baik. Sangat membuat liburan berkesan.
REV-003125,Agoda,Hotel Santika Bogor,2026-04-16,"Over all bagus, makanan enak, lokasi sangat strategis. Tolong sediakan hair dryer di kamar biar tambah baik kualitas hotelnya"
REV-003126,Agoda,Hotel Santika Bogor,2026-02-17,"Kamar bersih dan terawat, staff yang ramah, akses ke mall lebih mudah, menu breakfast yang bervariasi dan enak enak, 🫶🏼"
REV-003127,Agoda,Hotel Santika Bogor,2025-09-29,"Hotel yang sangat nyaman, berada ditengah kota, dibawahnya ada mall, kalau mau jogging tinggal nyebrang ke kebun raya Bogor. Kamarnya sangat luas, bersih, rapih. Pokoknya the bestt😍"
REV-003128,Agoda,Hotel Santika Bogor,2026-04-20,Nothing to say. Everything is superb. Been staying here for so many times the standard and cleaniness is superb. Location is good and connected to the mall.
REV-003129,Agoda,Hotel Santika Bogor,2025-04-17,"Rating: 4/5 The room was a bit old but overall okay—clean and well-maintained. The bathroom, especially the shower, worked just fine. Food was decent, nothing special but acceptable. What really stood out was the service. All the staff were kind, warm, and very helpful throughout our stay. One unique perk was the exclusive access to Botani Square, which was a nice touch. The only downside was the lobby. It felt quite small and didn't give off an exclusive or premium vibe, which could be improved. Overall, a comfortable stay with great service!"
REV-003130,Agoda,Hotel Santika Bogor,2018-12-24,"hotel dekat botani square Mall di bogor. tinggal jalan kaki ada akses langsung ke mall. untuk desain Kamar standard, fasilitas standard, tp bersih Dan staff Sangat ramah Dan membantu . malahan yang di front office saat check in yg agak kurang ramah. untuk breakfast enak dengan variasi makanan yang banyak. kolam renang tidak terlalu besar . tapi cukup menyenangkan anak2. terletak di tengah Kota Dan strategis tempat nya."
REV-003131,Agoda,Hotel Santika Bogor,2018-09-25,saya terkunci dikamar mandi dikamar 909 sekitar 20 menit...pas saya mau chek out..pas saya pulang di sekitar tajur saya di telp lagi oleh pihak hotel karena kamar saya ada kerusakan di pintu kamar mandi...memang salah saya tidak komplain pada saat saya chek out pikir saya buat apa memperpanjang masalah.padahal yang membongkar paksa pihak dari teknisi hotel.terus setelah saya ditelp pihak hotel tidak mengkonfirmasi lagi kepada saya bahwa saya tidak salah.akhir nya saya telp lagi ke pihak hotel baru lah pihak hotel (resepsonis nya mengatakan bahwa ada mis komunikasi karena pihak tekhnisi tidak melaporkan ke resepsionis)...seharusnya pihak hotel menelp saya lagi dong...udah saya dirugikan karena saya terkunci dikamar mandi dan saya di telp dikira saya merusak kamar mandi.
REV-003132,Agoda,Hotel Santika Bogor,2018-09-10,"Saat check in dpt kejutan salah satu kmr upgrade dari superior jd deluxe. Kami ber-11 org cukup dan leluasa. Akan coba booking kamar via Agoda lg, semoga dpt kejutan indah lagi ;)"
